It;T;Melhor;Corrente
282;5;32159;32159
283;5;32159;32159
284;5;32159;32159
285;5;32159;32159
286;5;32159;32159
287;5;32159;32159
288;5;32159;32159
289;5;32159;32159
290;5;32159;32159
291;5;32159;32159
292;5;32159;32159
293;5;32159;32159
294;5;32159;32159
295;5;32159;32159
296;5;32159;32159
297;5;32159;32159
298;5;32159;32159
299;5;32159;32159
300;5;32155;32155
301;5;32155;32155
302;5;32155;32155
303;5;32155;32155
304;5;32155;32155
305;5;32155;32155
306;5;32155;32155
307;5;32155;32155
308;5;32155;32155
309;5;32155;32155
310;5;32155;32155
311;5;32027;32027
312;5;32027;32027
313;5;32027;32027
314;5;32027;32027
315;5;32027;32027
316;5;32027;32027
317;5;32027;32027
318;5;32027;32027
319;5;32027;32027
320;5;32027;32027
321;5;32027;32027
322;5;32027;32027
323;5;32027;32027
324;5;32027;32027
325;5;32027;32027
326;5;32027;32027
327;5;32027;32027
328;5;32027;32027
329;5;32027;32027
330;5;32027;32027
331;5;32027;32027
332;5;32027;32027
333;5;32027;32027
334;5;32027;32027
335;5;32027;32027
336;5;32027;32027
337;5;32027;32027
338;5;32027;32027
339;5;32027;32027
340;5;32027;32027
341;5;32027;32027
342;5;32027;32027
343;5;32027;32027
344;5;32027;32027
345;5;32027;32027
346;5;32027;32027
347;5;32027;32027
348;5;32027;32027
349;5;32027;32027
350;5;32027;32027
351;5;32027;32027
352;5;32027;32027
353;5;32027;32027
354;5;32027;32027
355;5;32027;32027
356;5;32027;32027
357;5;32027;32027
358;5;32027;32027
359;5;32027;32027
360;5;32027;32027
361;5;32027;32027
362;5;32027;32027
363;5;32027;32027
364;5;32027;32027
365;5;32027;32027
366;5;32027;32027
367;5;32027;32027
368;5;32027;32027
369;5;32027;32027
370;5;32027;32027
371;5;32027;32027
372;5;32027;32027
373;5;32027;32027
374;5;32027;32027
375;5;32027;32027
376;5;32027;32027
377;5;32027;32027
378;5;32027;32027
379;5;32027;32027
380;5;32027;32027
381;5;32027;32027
382;5;32027;32027
383;5;32027;32027
384;5;32027;32027
385;5;32027;32027
386;5;32027;32027
387;5;32027;32027
388;5;32027;32027
389;5;32027;32027
390;5;32027;32027
391;5;32027;32027
392;5;32027;32027
393;5;32027;32027
394;5;32027;32027
395;5;32027;32027
396;5;32027;32027
397;5;32027;32027
398;5;32027;32027
399;5;32027;32027
400;5;32027;32027
401;5;32027;32027
402;5;32027;32027
403;5;32027;32027
404;5;32027;32027
405;5;32027;32027
406;5;32027;32027
407;5;32027;32027
408;5;32027;32027
409;5;32027;32027
410;5;32027;32027
411;5;32027;32027
412;5;32027;32027
413;5;32027;32027
414;5;32027;32027
415;5;32027;32027
416;5;32027;32027
417;5;32027;32027
418;5;32027;32027
419;5;32027;32027
420;5;32027;32027
421;5;32027;32027
422;5;32027;32027
423;5;32027;32027
424;5;32027;32027
425;5;32027;32027
426;5;32027;32027
427;5;32027;32027
428;5;32027;32027
429;5;32027;32027
430;5;32027;32027
431;5;32027;32027
432;5;32027;32027
433;5;32027;32027
434;5;32027;32027
435;5;32027;32027
436;5;32027;32027
437;5;32027;32027
438;5;32027;32027
439;5;32027;32027
440;5;32027;32027
441;5;32027;32027
442;5;32027;32027
443;5;32027;32027
444;5;32027;32027
445;5;32027;32027
446;5;32027;32027
447;5;32027;32027
448;5;32027;32027
449;5;32027;32027
450;5;32027;32027
451;5;32027;32027
452;5;32027;32027
453;5;32027;32027
454;5;32027;32027
455;5;32027;32027
456;5;32027;32027
457;5;32027;32027
458;5;32027;32027
459;5;32027;32027
460;5;32027;32027
461;5;32027;32027
462;5;32027;32027
463;5;32027;32027
464;5;32027;32027
465;5;32027;32027
466;5;32027;32027
467;5;32027;32027
468;5;32027;32027
469;5;32027;32027
470;5;32027;32027
471;5;32027;32027
472;5;32027;32027
473;5;32027;32027
474;5;32027;32027
475;5;32027;32027
476;5;32027;32027
477;5;32027;32027
478;5;32027;32027
479;5;32027;32027
480;5;32027;32027
481;5;32027;32027
482;5;32027;32027
483;5;32027;32027
484;5;32027;32027
485;5;32027;32027
486;5;32027;32027
487;5;32027;32027
488;5;32027;32027
489;5;32027;32027
490;5;32027;32027
491;5;32027;32027
492;5;32027;32027
493;5;32027;32027
494;5;32027;32027
495;5;32027;32027
496;5;32027;32027
497;5;32027;32027
498;5;32027;32027
499;5;32027;32027
500;5;32027;32027
501;5;32027;32027
502;5;32027;32027
503;5;32027;32027
504;5;32027;32027
505;5;32027;32027
506;5;32027;32027
507;5;32027;32027
508;5;32027;32027
509;5;32027;32027
510;5;32027;32027
511;5;32027;32027
512;5;32027;32027
513;5;32027;32027
514;5;32027;32027
515;5;32027;32027
516;5;32027;32027
517;5;32027;32027
518;5;32027;32027
519;5;32027;32027
520;5;32027;32027
521;5;32027;32027
522;5;32027;32027
523;5;32027;32027
524;5;32027;32027
525;5;32027;32027
526;5;32027;32027
527;5;32027;32027
528;5;32027;32027
529;5;32027;32027
530;5;32027;32027
531;5;32027;32027
532;5;32027;32027
533;5;32027;32027
534;5;32027;32027
535;5;32027;32027
536;5;32027;32027
537;5;32027;32027
538;5;32027;32027
539;5;32027;32027
540;5;32027;32027
541;5;32027;32027
542;5;32027;32027
543;5;32027;32027
544;5;32027;32027
545;5;32027;32027
546;5;32027;32027
547;5;32027;32027
548;5;32027;32027
549;5;32027;32027
550;5;32027;32027
551;5;32027;32027
552;5;32027;32027
553;5;32027;32027
554;5;32027;32027
555;5;32027;32027
556;5;32027;32027
557;5;32027;32027
558;5;32027;32027
559;5;32027;32027
560;5;32027;32027
561;5;32027;32027
562;5;32027;32027
563;5;32027;32027
564;5;32027;32027
565;5;32027;32027
566;5;32027;32027
567;5;32027;32027
568;5;32027;32027
569;5;32027;32027
570;5;32027;32027
571;5;32027;32027
572;5;32027;32027
573;5;32027;32027
574;5;32027;32027
575;5;32027;32027
576;5;32027;32027
577;5;32027;32027
578;5;32027;32027
579;5;32027;32027
580;5;32027;32027
581;5;32027;32027
582;5;32027;32027
583;5;32027;32027
584;5;32027;32027
585;5;32027;32027
586;5;32027;32027
587;5;32027;32027
588;5;32027;32027
589;5;32027;32027
590;5;32027;32027
591;5;32027;32027
592;5;32027;32027
593;5;32027;32027
594;5;32027;32027
595;5;32027;32027
596;5;32027;32027
597;5;32027;32027
598;5;32027;32027
599;5;32027;32027
600;5;32027;32027
601;5;32027;32027
602;5;32027;32027
603;5;32027;32027
604;5;32027;32027
605;5;32027;32027
606;5;32027;32027
607;5;32027;32027
608;5;32027;32027
609;5;32027;32027
610;5;32027;32027
611;5;32027;32027
612;5;32027;32027
613;5;32027;32027
614;5;32027;32027
615;5;32027;32027
616;5;32027;32027
617;5;32027;32027
618;5;32027;32027
619;5;32027;32027
620;5;32027;32027
621;5;32027;32027
622;5;32027;32027
623;5;32027;32027
624;5;32027;32027
625;5;32027;32027
626;5;32027;32027
627;5;32027;32027
628;5;32027;32027
629;5;32027;32027
630;5;32027;32027
631;5;32027;32027
632;5;32027;32027
633;5;32027;32027
634;5;32027;32027
635;5;32027;32027
636;5;32027;32027
637;5;32027;32027
638;5;32027;32027
639;5;32027;32027
640;5;32027;32027
641;5;32027;32027
642;5;32027;32027
643;5;32027;32027
644;5;32027;32027
645;5;32027;32027
646;5;32027;32027
647;5;32027;32027
648;5;32027;32027
649;5;32027;32027
650;5;32027;32027
651;5;32027;32027
652;5;32027;32027
653;5;32027;32027
654;5;32025;32025
655;5;32025;32025
656;5;32025;32025
657;5;32025;32025
658;5;32025;32025
659;5;32025;32025
660;5;32025;32025
661;5;32025;32025
662;5;32025;32025
663;5;32025;32025
664;5;32025;32025
665;5;32025;32025
666;5;32025;32025
667;5;32025;32025
668;5;32025;32025
669;5;32025;32025
670;5;32025;32025
671;5;32025;32025
672;5;32025;32025
673;5;32025;32025
674;5;32025;32025
675;5;32025;32025
676;5;32025;32025
677;5;32025;32025
678;5;32025;32025
679;5;32025;32025
680;5;32025;32025
681;5;32025;32025
682;5;32025;32025
683;5;32025;32025
684;5;32025;32025
685;5;32025;32025
686;5;32025;32025
687;5;32025;32025
688;5;32025;32025
689;5;32025;32025
690;5;32025;32025
691;5;32025;32025
692;5;32025;32025
693;5;32025;32025
694;5;32025;32025
695;5;32025;32025
696;5;32025;32025
697;5;32025;32025
698;5;32025;32025
699;5;32025;32025
700;5;32025;32025
701;5;32025;32025
702;5;32025;32025
703;5;32025;32025
704;5;32025;32025
705;5;32025;32025
706;5;32025;32025
707;5;32025;32025
708;5;32025;32025
709;5;32025;32025
710;5;32025;32025
711;5;32025;32025
712;5;32025;32025
713;5;32025;32025
714;5;32025;32025
715;5;32025;32025
716;5;32025;32025
717;5;32025;32025
718;5;32025;32025
719;5;32025;32025
720;5;32025;32025
721;5;32025;32025
722;5;32025;32025
723;5;32025;32025
724;5;32025;32025
725;5;32025;32025
726;5;32025;32025
727;5;32025;32025
728;5;32025;32025
729;5;32025;32025
730;5;32025;32025
731;5;32025;32025
732;5;32025;32025
733;5;32025;32025
734;5;32025;32025
735;5;32025;32025
736;5;32025;32025
737;5;32025;32025
738;5;32025;32025
739;5;32025;32025
740;5;32025;32025
741;5;32025;32025
742;5;32025;32025
743;5;32025;32025
744;5;32025;32025
745;5;32025;32025
746;5;32025;32025
747;5;32025;32025
748;5;32025;32025
749;5;32025;32025
750;5;32025;32025
751;5;32025;32025
752;5;32025;32025
753;5;32025;32025
754;5;32025;32025
755;5;32025;32025
756;5;32025;32025
757;5;32025;32025
758;5;32025;32025
759;5;32025;32025
760;5;32025;32025
761;5;32025;32025
762;5;32025;32025
763;5;32025;32025
764;5;32025;32025
765;5;32025;32025
766;5;32025;32025
767;5;32025;32025
768;5;32025;32025
769;5;32025;32025
770;5;32025;32025
771;5;32025;32025
772;5;32025;32025
773;5;32025;32025
774;5;32025;32025
775;5;32025;32025
776;5;32025;32025
777;5;32025;32025
778;5;32025;32025
779;5;32025;32025
780;5;32025;32025
781;5;32025;32025
782;5;32025;32025
783;5;32025;32025
784;5;32025;32025
785;5;32025;32025
786;5;32025;32025
787;5;32025;32025
788;5;32025;32025
789;5;32025;32025
790;5;32025;32025
791;5;32025;32025
792;5;32025;32025
793;5;32025;32025
794;5;32025;32025
795;5;32025;32025
796;5;32025;32025
797;5;32025;32025
798;5;32025;32025
799;5;32025;32025
800;5;32025;32025
801;5;32025;32025
802;5;32025;32025
803;5;32025;32025
804;5;32025;32025
805;5;32025;32025
806;5;32025;32025
807;5;32025;32025
808;5;32025;32025
809;5;32025;32025
810;5;32025;32025
811;5;32025;32025
812;5;32025;32025
813;5;32025;32025
814;5;32025;32025
815;5;32025;32025
816;5;32025;32025
817;5;32025;32025
818;5;32025;32025
819;5;32025;32025
820;5;32025;32025
821;5;32025;32025
822;5;32025;32025
823;5;32025;32025
824;5;32025;32025
825;5;32025;32025
826;5;32025;32025
827;5;32025;32025
828;5;32025;32025
829;5;32025;32025
830;5;32025;32025
831;5;32025;32025
832;5;32025;32025
833;5;32025;32025
834;5;32025;32025
835;5;32025;32025
836;5;32025;32025
837;5;32025;32025
838;5;32025;32025
839;5;32025;32025
840;5;32025;32025
841;5;32025;32025
842;5;32025;32025
843;5;32025;32025
844;5;32025;32025
845;5;32025;32025
846;5;32025;32025
847;5;32025;32025
848;5;32025;32025
849;5;32025;32025
850;5;32025;32025
851;5;32025;32025
852;5;32025;32025
853;5;32025;32025
854;5;32025;32025
855;5;32025;32025
856;5;32025;32025
857;5;32025;32025
858;5;32025;32025
859;5;32025;32025
860;5;32025;32025
861;5;32025;32025
862;5;32025;32025
863;5;32025;32025
864;5;32025;32025
865;5;32025;32025
866;5;32025;32025
867;5;32025;32025
868;5;32025;32025
869;5;32025;32025
870;5;32025;32025
871;5;32025;32025
872;5;32025;32025
873;5;32025;32025
874;5;32025;32025
875;5;32025;32025
876;5;32025;32025
877;5;32025;32025
878;5;32025;32025
879;5;32025;32025
880;5;32025;32025
881;5;32025;32025
882;5;32025;32025
883;5;32025;32025
884;5;32025;32025
885;5;32025;32025
886;5;32025;32025
887;5;32025;32025
888;5;32025;32025
889;5;32025;32025
890;5;32025;32025
891;5;32025;32025
892;5;32025;32025
893;5;32025;32025
894;5;32025;32025
895;5;32025;32025
896;5;32025;32025
897;5;32025;32025
898;5;32025;32025
899;5;32025;32025
900;5;32025;32025
901;5;32025;32025
902;5;32025;32025
903;5;32025;32025
904;5;32025;32025
905;5;32025;32025
906;5;32025;32025
907;5;32025;32025
908;5;32025;32025
909;5;32025;32025
910;5;32025;32025
911;5;32025;32025
912;5;32025;32025
913;5;32025;32025
914;5;32025;32025
915;5;32025;32025
916;5;32025;32025
917;5;32025;32025
918;5;32025;32025
919;5;32025;32025
920;5;32025;32025
921;5;32025;32025
922;5;32025;32025
923;5;32025;32025
924;5;32025;32025
925;5;32025;32025
926;5;32025;32025
927;5;32025;32025
928;5;32025;32025
929;5;32025;32025
930;5;32025;32025
931;5;32025;32025
932;5;32025;32025
933;5;32025;32025
934;5;32025;32025
935;5;32025;32025
936;5;32025;32025
937;5;32025;32025
938;5;32025;32025
939;5;32025;32025
940;5;32025;32025
941;5;32025;32025
942;5;32025;32025
943;5;32025;32025
944;5;32025;32025
945;5;32025;32025
946;5;32025;32025
947;5;32025;32025
948;5;32025;32025
949;5;32025;32025
950;5;32025;32025
951;5;32025;32025
952;5;32025;32025
953;5;32025;32025
954;5;32025;32025
955;5;32025;32025
956;5;32025;32025
957;5;32025;32025
958;5;32025;32025
959;5;32025;32025
960;5;32025;32025
961;5;32025;32025
962;5;32025;32025
963;5;32025;32025
964;5;32025;32025
965;5;32025;32025
966;5;32025;32025
967;5;32025;32025
968;5;32025;32025
969;5;32025;32025
970;5;32025;32025
971;5;32025;32025
972;5;32025;32025
973;5;32025;32025
974;5;32025;32025
975;5;32025;32025
976;5;32025;32025
977;5;32011;32011
978;5;32011;32011
979;5;32011;32011
980;5;32011;32011
981;5;32011;32011
982;5;32011;32011
983;5;32011;32011
984;5;32011;32011
985;5;32011;32011
986;5;32011;32011
987;5;32011;32011
988;5;32011;32011
989;5;32011;32011
990;5;32011;32011
991;5;32011;32011
992;5;32011;32011
993;5;32011;32011
994;5;32011;32011
995;5;32011;32011
996;5;32011;32011
997;5;32011;32011
998;5;32011;32011
999;5;32011;32011
1000;5;32011;32011
1001;4.5;32011;32011
1002;4.5;32011;32011
1003;4.5;32011;32011
1004;4.5;32011;32011
1005;4.5;32011;32011
1006;4.5;32011;32011
1007;4.5;32011;32011
1008;4.5;32011;32011
1009;4.5;32011;32011
1010;4.5;32011;32011
1011;4.5;32011;32011
1012;4.5;32011;32011
1013;4.5;32011;32011
1014;4.5;32011;32011
1015;4.5;32011;32011
1016;4.5;32011;32011
1017;4.5;32011;32011
1018;4.5;32011;32011
1019;4.5;32011;32011
1020;4.5;32011;32011
1021;4.5;32011;32011
1022;4.5;32011;32011
1023;4.5;32011;32011
1024;4.5;32011;32011
1025;4.5;32011;32011
1026;4.5;32011;32011
1027;4.5;32011;32011
1028;4.5;32011;32011
1029;4.5;32011;32011
1030;4.5;31955;31955
1031;4.5;31955;31955
1032;4.5;31955;31955
1033;4.5;31955;31955
1034;4.5;31955;31955
1035;4.5;31955;31955
1036;4.5;31955;31955
1037;4.5;31955;31955
1038;4.5;31955;31955
1039;4.5;31955;31955
1040;4.5;31955;31955
1041;4.5;31955;31955
1042;4.5;31955;31955
1043;4.5;31955;31955
1044;4.5;31955;31955
1045;4.5;31955;31955
1046;4.5;31955;31955
1047;4.5;31955;31955
1048;4.5;31955;31955
1049;4.5;31955;31955
1050;4.5;31955;31955
1051;4.5;31955;31955
1052;4.5;31955;31955
1053;4.5;31955;31955
1054;4.5;31955;31955
1055;4.5;31955;31955
1056;4.5;31955;31955
1057;4.5;31955;31955
1058;4.5;31955;31955
1059;4.5;31955;31955
1060;4.5;31955;31955
1061;4.5;31955;31955
1062;4.5;31955;31955
1063;4.5;31955;31955
1064;4.5;31955;31955
1065;4.5;31955;31955
1066;4.5;31955;31955
1067;4.5;31955;31955
1068;4.5;31955;31955
1069;4.5;31955;31955
1070;4.5;31955;31955
1071;4.5;31955;31955
1072;4.5;31955;31955
1073;4.5;31955;31955
1074;4.5;31955;31955
1075;4.5;31955;31955
1076;4.5;31955;31955
1077;4.5;31955;31955
1078;4.5;31955;31955
1079;4.5;31955;31955
1080;4.5;31955;31955
1081;4.5;31955;31955
1082;4.5;31955;31955
1083;4.5;31955;31955
1084;4.5;31955;31955
1085;4.5;31955;31955
1086;4.5;31955;31955
1087;4.5;31955;31955
1088;4.5;31955;31955
1089;4.5;31955;31955
1090;4.5;31955;31955
1091;4.5;31955;31955
1092;4.5;31955;31955
1093;4.5;31955;31955
1094;4.5;31955;31955
1095;4.5;31955;31955
1096;4.5;31955;31955
1097;4.5;31955;31955
1098;4.5;31955;31955
1099;4.5;31955;31955
1100;4.5;31955;31955
1101;4.5;31955;31955
1102;4.5;31955;31955
1103;4.5;31955;31955
1104;4.5;31955;31955
1105;4.5;31955;31955
1106;4.5;31955;31955
1107;4.5;31955;31955
1108;4.5;31955;31955
1109;4.5;31955;31955
1110;4.5;31955;31955
1111;4.5;31955;31955
1112;4.5;31955;31955
1113;4.5;31955;31955
1114;4.5;31955;31955
1115;4.5;31955;31955
1116;4.5;31955;31955
1117;4.5;31955;31955
1118;4.5;31955;31955
1119;4.5;31955;31955
1120;4.5;31955;31955
1121;4.5;31955;31955
1122;4.5;31955;31955
1123;4.5;31955;31955
1124;4.5;31955;31955
1125;4.5;31955;31955
1126;4.5;31955;31955
1127;4.5;31955;31955
1128;4.5;31955;31955
1129;4.5;31955;31955
1130;4.5;31955;31955
1131;4.5;31955;31955
1132;4.5;31955;31955
1133;4.5;31955;31955
1134;4.5;31955;31955
1135;4.5;31955;31955
1136;4.5;31955;31955
1137;4.5;31955;31955
1138;4.5;31955;31955
1139;4.5;31955;31955
1140;4.5;31955;31955
1141;4.5;31955;31955
1142;4.5;31955;31955
1143;4.5;31955;31955
1144;4.5;31955;31955
1145;4.5;31955;31955
1146;4.5;31955;31955
1147;4.5;31955;31955
1148;4.5;31955;31955
1149;4.5;31955;31955
1150;4.5;31955;31955
1151;4.5;31955;31955
1152;4.5;31955;31955
1153;4.5;31955;31955
1154;4.5;31955;31955
1155;4.5;31955;31955
1156;4.5;31955;31955
1157;4.5;31955;31955
1158;4.5;31955;31955
1159;4.5;31955;31955
1160;4.5;31955;31955
1161;4.5;31955;31955
1162;4.5;31955;31955
1163;4.5;31955;31955
1164;4.5;31955;31955
1165;4.5;31955;31955
1166;4.5;31955;31955
1167;4.5;31955;31955
1168;4.5;31955;31955
1169;4.5;31955;31955
1170;4.5;31955;31955
1171;4.5;31955;31955
1172;4.5;31955;31955
1173;4.5;31955;31955
1174;4.5;31955;31955
1175;4.5;31955;31955
1176;4.5;31955;31955
1177;4.5;31955;31955
1178;4.5;31955;31955
1179;4.5;31955;31955
1180;4.5;31955;31955
1181;4.5;31955;31955
1182;4.5;31955;31955
1183;4.5;31955;31955
1184;4.5;31955;31955
1185;4.5;31955;31955
1186;4.5;31955;31955
1187;4.5;31955;31955
1188;4.5;31955;31955
1189;4.5;31955;31955
1190;4.5;31955;31955
1191;4.5;31955;31955
1192;4.5;31955;31955
1193;4.5;31955;31955
1194;4.5;31955;31955
1195;4.5;31955;31955
1196;4.5;31955;31955
1197;4.5;31955;31955
1198;4.5;31955;31955
1199;4.5;31955;31955
1200;4.5;31955;31955
1201;4.5;31955;31955
1202;4.5;31955;31955
1203;4.5;31955;31955
1204;4.5;31955;31955
1205;4.5;31955;31955
1206;4.5;31955;31955
1207;4.5;31955;31955
1208;4.5;31955;31955
1209;4.5;31955;31955
1210;4.5;31955;31955
1211;4.5;31955;31955
1212;4.5;31955;31955
1213;4.5;31955;31955
1214;4.5;31955;31955
1215;4.5;31955;31955
1216;4.5;31955;31955
1217;4.5;31955;31955
1218;4.5;31955;31955
1219;4.5;31955;31955
1220;4.5;31955;31955
1221;4.5;31955;31955
1222;4.5;31955;31955
1223;4.5;31955;31955
1224;4.5;31955;31955
1225;4.5;31955;31955
1226;4.5;31955;31955
1227;4.5;31955;31955
1228;4.5;31955;31955
1229;4.5;31955;31955
1230;4.5;31955;31955
1231;4.5;31955;31955
1232;4.5;31955;31955
1233;4.5;31955;31955
1234;4.5;31955;31955
1235;4.5;31955;31955
1236;4.5;31955;31955
1237;4.5;31955;31955
1238;4.5;31955;31955
1239;4.5;31955;31955
1240;4.5;31955;31955
1241;4.5;31955;31955
1242;4.5;31955;31955
1243;4.5;31955;31955
1244;4.5;31955;31955
1245;4.5;31955;31955
1246;4.5;31955;31955
1247;4.5;31955;31955
1248;4.5;31955;31955
1249;4.5;31955;31955
1250;4.5;31955;31955
1251;4.5;31955;31955
1252;4.5;31955;31955
1253;4.5;31955;31955
1254;4.5;31955;31955
1255;4.5;31955;31955
1256;4.5;31955;31955
1257;4.5;31955;31955
1258;4.5;31955;31955
1259;4.5;31955;31955
1260;4.5;31955;31955
1261;4.5;31955;31955
1262;4.5;31955;31955
1263;4.5;31955;31955
1264;4.5;31955;31955
1265;4.5;31955;31955
1266;4.5;31955;31955
1267;4.5;31955;31955
1268;4.5;31955;31955
1269;4.5;31955;31955
1270;4.5;31955;31955
1271;4.5;31955;31955
1272;4.5;31955;31955
1273;4.5;31955;31955
1274;4.5;31955;31955
1275;4.5;31955;31955
1276;4.5;31955;31955
1277;4.5;31955;31955
1278;4.5;31955;31955
1279;4.5;31955;31955
1280;4.5;31955;31955
1281;4.5;31955;31955
1282;4.5;31955;31955
1283;4.5;31955;31955
1284;4.5;31955;31955
1285;4.5;31955;31955
1286;4.5;31955;31955
1287;4.5;31955;31955
1288;4.5;31955;31955
1289;4.5;31955;31955
1290;4.5;31955;31955
1291;4.5;31955;31955
1292;4.5;31955;31955
1293;4.5;31955;31955
1294;4.5;31955;31955
1295;4.5;31955;31955
1296;4.5;31955;31955
1297;4.5;31955;31955
1298;4.5;31955;31955
1299;4.5;31955;31955
1300;4.5;31955;31955
1301;4.5;31955;31955
1302;4.5;31955;31955
1303;4.5;31955;31955
1304;4.5;31955;31955
1305;4.5;31955;31955
