I;T;Melhor;Media
380;5;42076;35378
381;5;42076;35378
382;5;42076;35378
383;5;42076;35378
384;5;42076;35378
385;5;42076;35378
386;5;42076;35378
387;5;42076;35378
388;5;42076;35378
389;5;42076;35378
390;5;42076;35378
391;5;42076;35378
392;5;42076;35378
393;5;42076;35378
394;5;42076;35378
395;5;42076;35378
396;5;42076;35378
397;5;42076;35378
398;5;42076;35378
399;5;42076;35378
400;5;42076;35378
401;5;42076;35378
402;5;42076;35378
403;5;42076;35378
404;5;42076;35378
405;5;42076;35378
406;5;42076;35378
407;5;42076;35378
408;5;42076;35378
409;5;42076;35378
410;5;42076;35378
411;5;42076;35378
412;5;42076;35378
413;5;42076;35378
414;5;42076;35378
415;5;42076;35378
416;5;42076;35378
417;5;42076;35378
418;5;42076;35378
419;5;42076;35378
420;5;42076;35378
421;5;42076;35378
422;5;42076;35378
423;5;42076;35378
424;5;42076;35378
425;5;42076;35378
426;5;42076;35378
427;5;42018;35358.666666667
428;5;42018;35358.666666667
429;5;42018;35358.666666667
430;5;42018;35358.666666667
431;5;42018;35358.666666667
432;5;42018;35358.666666667
433;5;42018;35358.666666667
434;5;42018;35358.666666667
435;5;42018;35358.666666667
436;5;42018;35358.666666667
437;5;42018;35358.666666667
438;5;42018;35358.666666667
439;5;42018;35358.666666667
440;5;42018;35358.666666667
441;5;42018;35358.666666667
442;5;42018;35358.666666667
443;5;42018;35358.666666667
444;5;42018;35358.666666667
445;5;42018;35358.666666667
446;5;42018;35358.666666667
447;5;42018;35358.666666667
448;5;42018;35358.666666667
449;5;42018;35358.666666667
450;5;42018;35358.666666667
451;5;42018;35358.666666667
452;5;42018;35358.666666667
453;5;42018;35358.666666667
454;5;42018;35358.666666667
455;5;42018;35358.666666667
456;5;42018;35358.666666667
457;5;42018;35358.666666667
458;5;42018;35358.666666667
459;5;42018;35358.666666667
460;5;42018;35358.666666667
461;5;42018;35358.666666667
462;5;42018;35358.666666667
463;5;42018;35358.666666667
464;5;42018;35358.666666667
465;5;42018;35358.666666667
466;5;42018;35358.666666667
467;5;42018;35358.666666667
468;5;42018;35358.666666667
469;5;42018;35358.666666667
470;5;42018;35358.666666667
471;5;42018;35358.666666667
472;5;42018;35358.666666667
473;5;42018;35358.666666667
474;5;42018;35358.666666667
475;5;42018;35358.666666667
476;5;42018;35358.666666667
477;5;42018;35358.666666667
478;5;42018;35358.666666667
479;5;42018;35358.666666667
480;5;42018;35358.666666667
481;5;42018;35358.666666667
482;5;42018;35358.666666667
483;5;42018;35358.666666667
484;5;42018;35358.666666667
485;5;42018;35358.666666667
486;5;42018;35358.666666667
487;5;42018;35358.666666667
488;5;42018;35358.666666667
489;5;42018;35358.666666667
490;5;42018;35358.666666667
491;5;42018;35358.666666667
492;5;42018;35358.666666667
493;5;42018;35358.666666667
494;5;42018;35358.666666667
495;5;42018;35358.666666667
496;5;42018;35358.666666667
497;5;42018;35358.666666667
498;5;42018;35358.666666667
499;5;42018;35358.666666667
500;5;42018;35358.666666667
501;5;42018;35358.666666667
502;5;42018;35358.666666667
503;5;42018;35358.666666667
504;5;42018;35358.666666667
505;5;42018;35358.666666667
506;5;42018;35358.666666667
507;5;42018;35358.666666667
508;5;42018;35358.666666667
509;5;42018;35358.666666667
510;5;42018;35358.666666667
511;5;42018;35358.666666667
512;5;42018;35358.666666667
513;5;42014;35357.333333333
514;5;42014;35357.333333333
515;5;42014;35357.333333333
516;5;42014;35357.333333333
517;5;42014;35357.333333333
518;5;42014;35357.333333333
519;5;42014;35357.333333333
520;5;42014;35357.333333333
521;5;42014;35357.333333333
522;5;42014;35357.333333333
523;5;42014;35357.333333333
524;5;42014;35357.333333333
525;5;42014;35357.333333333
526;5;42014;35357.333333333
527;5;42014;35357.333333333
528;5;42014;35357.333333333
529;5;42014;35357.333333333
530;5;42014;35357.333333333
531;5;42014;35357.333333333
532;5;42014;35357.333333333
533;5;42014;35357.333333333
534;5;42014;35357.333333333
535;5;42014;35357.333333333
536;5;42014;35357.333333333
537;5;42014;35357.333333333
538;5;42014;35357.333333333
539;5;42014;35357.333333333
540;5;42014;35357.333333333
541;5;42014;35357.333333333
542;5;42014;35357.333333333
543;5;42014;35357.333333333
544;5;42014;35357.333333333
545;5;42014;35357.333333333
546;5;42014;35357.333333333
547;5;42014;35357.333333333
548;5;42014;35357.333333333
549;5;42014;35357.333333333
550;5;42014;35357.333333333
551;5;42014;35357.333333333
552;5;42014;35357.333333333
553;5;42014;35357.333333333
554;5;42014;35357.333333333
555;5;42014;35357.333333333
556;5;42014;35357.333333333
557;5;42014;35357.333333333
558;5;42014;35357.333333333
559;5;42014;35357.333333333
560;5;42014;35357.333333333
561;5;42014;35357.333333333
562;5;42014;35357.333333333
563;5;42014;35357.333333333
564;5;42014;35357.333333333
565;5;42014;35357.333333333
566;5;42014;35357.333333333
567;5;42014;35357.333333333
568;5;42014;35357.333333333
569;5;42014;35357.333333333
570;5;42014;35357.333333333
571;5;42014;35357.333333333
572;5;42014;35357.333333333
573;5;42014;35357.333333333
574;5;42014;35357.333333333
575;5;42014;35357.333333333
576;5;42014;35357.333333333
577;5;42014;35357.333333333
578;5;42014;35357.333333333
579;5;42014;35357.333333333
580;5;42014;35357.333333333
581;5;42014;35357.333333333
582;5;42014;35357.333333333
583;5;42014;35357.333333333
584;5;42014;35357.333333333
585;5;42014;35357.333333333
586;5;42014;35357.333333333
587;5;42014;35357.333333333
588;5;42014;35357.333333333
589;5;42014;35357.333333333
590;5;42014;35357.333333333
591;5;42014;35357.333333333
592;5;42014;35357.333333333
593;5;42014;35357.333333333
594;5;42014;35357.333333333
595;5;42014;35357.333333333
596;5;42014;35357.333333333
597;5;42014;35357.333333333
598;5;42014;35357.333333333
599;5;42014;35357.333333333
600;5;42014;35357.333333333
601;5;42014;35357.333333333
602;5;42014;35357.333333333
603;5;42014;35357.333333333
604;5;42014;35357.333333333
605;5;42014;35357.333333333
606;5;42014;35357.333333333
607;5;42014;35357.333333333
608;5;42014;35357.333333333
609;5;42014;35357.333333333
610;5;42014;35357.333333333
611;5;42014;35357.333333333
612;5;42014;35357.333333333
613;5;42014;35357.333333333
614;5;42014;35357.333333333
615;5;42014;35357.333333333
616;5;42014;35357.333333333
617;5;42014;35357.333333333
618;5;42014;35357.333333333
619;5;42014;35357.333333333
620;5;42014;35357.333333333
621;5;42014;35357.333333333
622;5;42014;35357.333333333
623;5;42014;35357.333333333
624;5;42014;35357.333333333
625;5;42014;35357.333333333
626;5;42014;35357.333333333
627;5;42014;35357.333333333
628;5;42014;35357.333333333
629;5;42014;35357.333333333
630;5;42014;35357.333333333
631;5;42014;35357.333333333
632;5;42014;35357.333333333
633;5;42014;35357.333333333
634;5;42014;35357.333333333
635;5;42014;35357.333333333
636;5;42014;35357.333333333
637;5;42014;35357.333333333
638;5;42014;35357.333333333
639;5;42014;35357.333333333
640;5;42014;35357.333333333
641;5;42014;35357.333333333
642;5;42014;35357.333333333
643;5;42014;35357.333333333
644;5;42014;35357.333333333
645;5;42014;35357.333333333
646;5;42014;35357.333333333
647;5;42014;35357.333333333
648;5;42014;35357.333333333
649;5;42014;35357.333333333
650;5;42014;35357.333333333
651;5;42014;35357.333333333
652;5;42014;35357.333333333
653;5;42014;35357.333333333
654;5;42014;35356.666666667
655;5;42014;35356.666666667
656;5;42014;35356.666666667
657;5;42014;35356.666666667
658;5;42014;35356.666666667
659;5;42014;35356.666666667
660;5;42014;35356.666666667
661;5;42014;35356.666666667
662;5;42014;35356.666666667
663;5;42014;35356.666666667
664;5;42014;35356.666666667
665;5;42014;35356.666666667
666;5;42014;35356.666666667
667;5;42014;35356.666666667
668;5;42014;35356.666666667
669;5;42014;35356.666666667
670;5;42014;35356.666666667
671;5;42014;35356.666666667
672;5;42014;35356.666666667
673;5;42014;35356.666666667
674;5;42014;35356.666666667
675;5;42014;35356.666666667
676;5;42014;35356.666666667
677;5;42014;35356.666666667
678;5;42014;35356.666666667
679;5;42014;35356.666666667
680;5;42014;35356.666666667
681;5;42014;35356.666666667
682;5;42014;35356.666666667
683;5;42014;35356.666666667
684;5;42014;35356.666666667
685;5;42014;35356.666666667
686;5;42014;35356.666666667
687;5;42014;35356.666666667
688;5;42014;35356.666666667
689;5;42014;35356.666666667
690;5;42014;35356.666666667
691;5;42014;35356.666666667
692;5;42014;35356.666666667
693;5;42014;35356.666666667
694;5;42014;35356.666666667
695;5;42014;35356.666666667
696;5;42014;35356.666666667
697;5;42014;35356.666666667
698;5;42014;35356.666666667
699;5;42014;35356.666666667
700;5;42014;35356.666666667
701;5;42014;35356.666666667
702;5;42014;35356.666666667
703;5;42014;35356.666666667
704;5;42014;35356.666666667
705;5;42014;35356.666666667
706;5;42014;35356.666666667
707;5;42014;35356.666666667
708;5;42014;35356.666666667
709;5;42014;35356.666666667
710;5;42014;35356.666666667
711;5;42014;35356.666666667
712;5;42014;35356.666666667
713;5;42014;35356.666666667
714;5;42014;35356.666666667
715;5;42014;35356.666666667
716;5;42014;35356.666666667
717;5;42014;35356.666666667
718;5;42014;35356.666666667
719;5;42014;35356.666666667
720;5;42014;35356.666666667
721;5;42014;35356.666666667
722;5;42014;35356.666666667
723;5;42014;35356.666666667
724;5;42014;35356.666666667
725;5;42014;35356.666666667
726;5;42014;35356.666666667
727;5;42014;35356.666666667
728;5;42014;35356.666666667
729;5;42014;35356.666666667
730;5;42014;35356.666666667
731;5;42014;35356.666666667
732;5;42014;35356.666666667
733;5;42014;35356.666666667
734;5;42014;35356.666666667
735;5;42014;35356.666666667
736;5;42014;35356.666666667
737;5;42014;35356.666666667
738;5;42014;35356.666666667
739;5;42014;35356.666666667
740;5;42014;35356.666666667
741;5;42014;35356.666666667
742;5;42014;35356.666666667
743;5;42014;35356.666666667
744;5;42014;35356.666666667
745;5;42014;35356.666666667
746;5;42014;35356.666666667
747;5;42014;35356.666666667
748;5;42014;35356.666666667
749;5;42014;35356.666666667
750;5;42014;35356.666666667
751;5;42014;35356.666666667
752;5;42014;35356.666666667
753;5;42014;35356.666666667
754;5;42014;35356.666666667
755;5;42014;35356.666666667
756;5;42014;35356.666666667
757;5;42014;35356.666666667
758;5;42014;35356.666666667
759;5;42014;35356.666666667
760;5;42014;35356.666666667
761;5;42014;35356.666666667
762;5;42014;35356.666666667
763;5;42014;35356.666666667
764;5;42014;35356.666666667
765;5;42014;35356.666666667
766;5;42014;35356.666666667
767;5;42014;35356.666666667
768;5;42014;35356.666666667
769;5;42014;35356.666666667
770;5;42014;35356.666666667
771;5;42014;35356.666666667
772;5;42014;35356.666666667
773;5;42014;35356.666666667
774;5;42014;35356.666666667
775;5;42014;35356.666666667
776;5;42014;35356.666666667
777;5;42014;35356.666666667
778;5;42014;35356.666666667
779;5;42014;35350
780;5;42014;35350
781;5;42014;35350
782;5;42014;35350
783;5;42014;35350
784;5;42014;35350
785;5;42014;35350
786;5;42014;35350
787;5;42014;35350
788;5;42014;35350
789;5;42014;35350
790;5;42014;35350
791;5;42014;35350
792;5;42014;35350
793;5;42014;35350
794;5;42014;35350
795;5;42014;35350
796;5;42014;35350
797;5;42014;35350
798;5;42014;35350
799;5;42014;35350
800;5;42014;35350
801;5;42014;35350
802;5;42014;35350
803;5;42014;35350
804;5;42014;35350
805;5;42014;35350
806;5;42014;35350
807;5;42014;35350
808;5;42014;35350
809;5;42014;35350
810;5;42014;35350
811;5;42014;35350
812;5;42014;35350
813;5;42014;35350
814;5;42014;35350
815;5;42014;35350
816;5;42014;35350
817;5;42014;35350
818;5;42014;35350
819;5;42014;35350
820;5;42014;35350
821;5;42014;35350
822;5;42014;35350
823;5;42014;35350
824;5;42014;35350
825;5;42014;35350
826;5;42014;35350
827;5;42014;35350
828;5;42014;35350
829;5;42014;35350
830;5;42014;35350
831;5;42014;35350
832;5;42014;35350
833;5;42014;35350
834;5;42014;35350
835;5;42014;35350
836;5;42014;35350
837;5;42014;35350
838;5;42014;35350
839;5;42014;35350
840;5;42014;35350
841;5;42014;35350
842;5;42014;35350
843;5;42014;35350
844;5;42014;35350
845;5;42014;35350
846;5;42014;35350
847;5;42014;35350
848;5;42014;35350
849;5;42014;35350
850;5;42014;35350
851;5;42014;35350
852;5;42014;35350
853;5;42014;35350
854;5;42014;35350
855;5;42014;35350
856;5;42014;35350
857;5;42014;35350
858;5;42014;35350
859;5;42014;35350
860;5;42014;35350
861;5;42014;35350
862;5;42014;35350
863;5;42014;35350
864;5;42014;35350
865;5;42014;35350
866;5;42014;35350
867;5;42014;35350
868;5;42014;35350
869;5;42014;35350
870;5;42014;35350
871;5;42014;35350
872;5;42014;35350
873;5;42014;35350
874;5;42014;35350
875;5;42014;35350
876;5;42014;35350
877;5;42014;35350
878;5;42014;35350
879;5;42014;35350
880;5;42014;35350
881;5;42014;35350
882;5;42014;35350
883;5;42014;35350
884;5;42014;35350
885;5;42014;35350
886;5;42014;35350
887;5;42014;35350
888;5;42014;35350
889;5;42014;35350
890;5;42014;35350
891;5;42014;35350
892;5;42014;35350
893;5;42014;35350
894;5;42014;35350
895;5;42014;35350
896;5;42014;35350
897;5;42014;35350
898;5;42014;35350
899;5;42014;35350
900;5;42014;35350
901;5;42014;35350
902;5;42014;35350
903;5;42014;35350
904;5;42014;35350
905;5;42014;35350
906;5;42014;35350
907;5;42014;35350
908;5;42014;35350
909;5;42014;35350
910;5;42014;35350
911;5;42014;35350
912;5;42014;35350
913;5;42014;35350
914;5;42014;35350
915;5;42014;35350
916;5;42014;35350
917;5;42014;35350
918;5;42014;35350
919;5;42014;35350
920;5;42014;35350
921;5;42014;35350
922;5;42014;35350
923;5;42014;35350
924;5;42014;35350
925;5;42014;35350
926;5;42014;35350
927;5;42014;35350
928;5;42014;35350
929;5;42014;35350
930;5;42014;35350
931;5;42014;35350
932;5;42014;35350
933;5;42014;35350
934;5;42014;35350
935;5;42014;35350
936;5;42014;35350
937;5;42014;35350
938;5;42014;35350
939;5;42014;35350
940;5;42014;35350
941;5;42014;35350
942;5;42014;35350
943;5;42014;35350
944;5;42014;35350
945;5;42014;35350
946;5;42014;35350
947;5;42014;35350
948;5;42014;35350
949;5;42014;35350
950;5;42014;35350
951;5;42014;35350
952;5;42014;35350
953;5;42014;35350
954;5;42014;35350
955;5;42014;35350
956;5;42014;35350
957;5;42014;35350
958;5;42014;35350
959;5;42014;35350
960;5;42014;35350
961;5;42014;35350
962;5;42014;35350
963;5;42014;35350
964;5;42014;35350
965;5;42014;35350
966;5;42014;35350
967;5;42014;35350
968;5;42014;35350
969;5;42014;35350
970;5;42014;35350
971;5;42014;35350
972;5;42014;35350
973;5;42014;35350
974;5;42014;35350
975;5;42014;35350
976;5;42014;35350
977;5;42014;35345.333333333
978;5;42014;35345.333333333
979;5;42014;35345.333333333
980;5;42014;35345.333333333
981;5;42014;35345.333333333
982;5;42014;35345.333333333
983;5;42014;35345.333333333
984;5;42014;35345.333333333
985;5;42014;35345.333333333
986;5;42014;35345.333333333
987;5;42014;35345.333333333
988;5;42014;35345.333333333
989;5;42014;35345.333333333
990;5;42014;35345.333333333
991;5;42014;35345.333333333
992;5;42014;35345.333333333
993;5;42014;35345.333333333
994;5;42014;35345.333333333
995;5;42014;35345.333333333
996;5;42014;35345.333333333
997;5;42014;35345.333333333
998;5;42014;35345.333333333
999;5;42014;35345.333333333
1000;5;42014;35345.333333333
1001;4.5;42014;35345.333333333
1002;4.5;42014;35345.333333333
1003;4.5;42014;35345.333333333
1004;4.5;42014;35345.333333333
1005;4.5;42014;35345.333333333
1006;4.5;42014;35345.333333333
1007;4.5;42014;35345.333333333
1008;4.5;42014;35345.333333333
1009;4.5;42014;35345.333333333
1010;4.5;42014;35345.333333333
1011;4.5;42014;35345.333333333
1012;4.5;42014;35345.333333333
1013;4.5;42014;35345.333333333
1014;4.5;42014;35345.333333333
1015;4.5;42014;35345.333333333
1016;4.5;42014;35345.333333333
1017;4.5;42014;35345.333333333
1018;4.5;42014;35345.333333333
1019;4.5;42014;35345.333333333
1020;4.5;42014;35345.333333333
1021;4.5;42014;35345.333333333
1022;4.5;42014;35345.333333333
1023;4.5;42014;35345.333333333
1024;4.5;42014;35345.333333333
1025;4.5;42014;35345.333333333
1026;4.5;42014;35345.333333333
1027;4.5;42014;35345.333333333
1028;4.5;42014;35345.333333333
1029;4.5;42014;35345.333333333
1030;4.5;42014;35326.666666667
1031;4.5;42014;35326.666666667
1032;4.5;42014;35326.666666667
1033;4.5;42014;35326.666666667
1034;4.5;42014;35326.666666667
1035;4.5;42014;35326.666666667
1036;4.5;42014;35326.666666667
1037;4.5;42014;35326.666666667
1038;4.5;42014;35326.666666667
1039;4.5;42014;35326.666666667
1040;4.5;42014;35326.666666667
1041;4.5;42014;35326.666666667
1042;4.5;42014;35326.666666667
1043;4.5;42014;35326.666666667
1044;4.5;42014;35326.666666667
1045;4.5;42014;35326.666666667
1046;4.5;42014;35326.666666667
1047;4.5;42014;35326.666666667
1048;4.5;42014;35326.666666667
1049;4.5;42014;35326.666666667
1050;4.5;42014;35326.666666667
1051;4.5;42014;35326.666666667
1052;4.5;42014;35326.666666667
1053;4.5;42014;35326.666666667
1054;4.5;42014;35326.666666667
1055;4.5;42014;35326.666666667
1056;4.5;42014;35326.666666667
1057;4.5;42014;35326.666666667
1058;4.5;42014;35326.666666667
1059;4.5;42014;35326.666666667
1060;4.5;42014;35326.666666667
1061;4.5;42014;35326.666666667
1062;4.5;42014;35326.666666667
1063;4.5;42014;35326.666666667
1064;4.5;42014;35326.666666667
1065;4.5;42014;35326.666666667
1066;4.5;42014;35326.666666667
1067;4.5;42014;35326.666666667
1068;4.5;42014;35326.666666667
1069;4.5;42014;35326.666666667
1070;4.5;42014;35326.666666667
1071;4.5;42014;35326.666666667
1072;4.5;42014;35326.666666667
1073;4.5;42014;35326.666666667
1074;4.5;42014;35326.666666667
1075;4.5;42014;35326.666666667
1076;4.5;42014;35326.666666667
1077;4.5;42014;35326.666666667
1078;4.5;42014;35326.666666667
1079;4.5;42014;35326.666666667
1080;4.5;42014;35326.666666667
1081;4.5;42014;35326.666666667
1082;4.5;42014;35326.666666667
1083;4.5;42014;35326.666666667
1084;4.5;42014;35326.666666667
1085;4.5;42014;35326.666666667
1086;4.5;42014;35326.666666667
1087;4.5;42014;35326.666666667
1088;4.5;42014;35326.666666667
1089;4.5;42014;35326.666666667
1090;4.5;42014;35326.666666667
1091;4.5;42014;35326.666666667
1092;4.5;42014;35326.666666667
1093;4.5;42014;35326.666666667
1094;4.5;42014;35326.666666667
1095;4.5;42014;35326.666666667
1096;4.5;42014;35326.666666667
1097;4.5;42014;35326.666666667
1098;4.5;42014;35326.666666667
1099;4.5;42014;35326.666666667
1100;4.5;42014;35326.666666667
1101;4.5;42014;35326.666666667
1102;4.5;42014;35326.666666667
