It;T;Melhor;Corrente
216;5;381767;381767
217;5;381767;381767
218;5;381767;381767
219;5;381767;381767
220;5;381767;381767
221;5;381767;381767
222;5;381767;381767
223;5;381767;381767
224;5;381767;381767
225;5;381767;381767
226;5;381767;381767
227;5;381767;381767
228;5;381767;381767
229;5;381767;381767
230;5;381767;381767
231;5;381767;381767
232;5;381767;381767
233;5;381767;381767
234;5;381767;381767
235;5;381767;381767
236;5;381767;381767
237;5;381767;381767
238;5;381767;381767
239;5;381767;381767
240;5;381767;381767
241;5;381767;381767
242;5;381767;381767
243;5;381767;381767
244;5;381767;381767
245;5;381767;381767
246;5;381767;381767
247;5;381767;381767
248;5;381767;381767
249;5;381767;381767
250;5;381767;381767
251;5;381767;381767
252;5;381767;381767
253;5;381767;381767
254;5;381767;381767
255;5;381767;381767
256;5;381767;381767
257;5;381767;381767
258;5;381767;381767
259;5;381767;381767
260;5;381767;381767
261;5;381767;381767
262;5;381767;381767
263;5;381767;381767
264;5;381767;381767
265;5;381767;381767
266;5;381767;381767
267;5;381767;381767
268;5;381767;381767
269;5;381767;381767
270;5;381767;381767
271;5;381767;381767
272;5;381767;381767
273;5;381767;381767
274;5;381767;381767
275;5;381767;381767
276;5;381767;381767
277;5;381767;381767
278;5;381767;381767
279;5;381767;381767
280;5;381767;381767
281;5;381767;381767
282;5;381767;381767
283;5;381767;381767
284;5;381767;381767
285;5;381767;381767
286;5;381767;381767
287;5;381767;381767
288;5;381767;381767
289;5;381767;381767
290;5;381767;381767
291;5;361759;361759
292;5;361759;361759
293;5;361759;361759
294;5;361759;361759
295;5;361759;361759
296;5;361759;361759
297;5;361759;361759
298;5;361759;361759
299;5;361759;361759
300;5;361759;361759
301;5;361759;361759
302;5;361759;361759
303;5;361759;361759
304;5;361759;361759
305;5;361759;361759
306;5;361759;361759
307;5;361759;361759
308;5;361759;361759
309;5;361759;361759
310;5;361759;361759
311;5;361759;361759
312;5;361759;361759
313;5;361759;361759
314;5;361759;361759
315;5;361759;361759
316;5;361759;361759
317;5;361759;361759
318;5;361759;361759
319;5;361759;361759
320;5;361759;361759
321;5;361759;361759
322;5;361759;361759
323;5;361759;361759
324;5;361759;361759
325;5;361759;361759
326;5;361759;361759
327;5;361759;361759
328;5;361759;361759
329;5;361759;361759
330;5;361759;361759
331;5;361759;361759
332;5;361759;361759
333;5;361759;361759
334;5;361759;361759
335;5;361759;361759
336;5;361759;361759
337;5;361759;361759
338;5;361759;361759
339;5;361759;361759
340;5;361759;361759
341;5;361759;361759
342;5;361759;361759
343;5;361759;361759
344;5;361759;361759
345;5;361759;361759
346;5;361759;361759
347;5;361759;361759
348;5;361759;361759
349;5;361759;361759
350;5;361759;361759
351;5;361759;361759
352;5;361759;361759
353;5;361759;361759
354;5;361759;361759
355;5;361759;361759
356;5;361759;361759
357;5;361759;361759
358;5;361759;361759
359;5;361759;361759
360;5;361759;361759
361;5;361759;361759
362;5;361759;361759
363;5;361759;361759
364;5;361759;361759
365;5;361759;361759
366;5;361759;361759
367;5;361759;361759
368;5;361759;361759
369;5;361759;361759
370;5;361759;361759
371;5;361759;361759
372;5;361759;361759
373;5;361759;361759
374;5;361759;361759
375;5;361759;361759
376;5;361759;361759
377;5;361759;361759
378;5;361759;361759
379;5;361759;361759
380;5;361759;361759
381;5;361759;361759
382;5;361759;361759
383;5;361759;361759
384;5;361759;361759
385;5;361759;361759
386;5;361759;361759
387;5;361759;361759
388;5;361759;361759
389;5;361759;361759
390;5;361759;361759
391;5;361759;361759
392;5;361759;361759
393;5;361759;361759
394;5;361759;361759
395;5;361759;361759
396;5;361759;361759
397;5;361759;361759
398;5;351701;351701
399;5;351701;351701
400;5;351701;351701
401;5;351701;351701
402;5;351701;351701
403;5;351701;351701
404;5;351701;351701
405;5;351701;351701
406;5;351701;351701
407;5;351701;351701
408;5;351701;351701
409;5;351701;351701
410;5;351701;351701
411;5;351701;351701
412;5;351701;351701
413;5;351701;351701
414;5;351701;351701
415;5;351701;351701
416;5;351701;351701
417;5;351701;351701
418;5;351701;351701
419;5;351701;351701
420;5;351701;351701
421;5;351701;351701
422;5;351701;351701
423;5;351701;351701
424;5;351701;351701
425;5;351701;351701
426;5;351701;351701
427;5;351701;351701
428;5;351701;351701
429;5;351701;351701
430;5;351701;351701
431;5;351701;351701
432;5;351701;351701
433;5;351701;351701
434;5;351701;351701
435;5;351701;351701
436;5;351701;351701
437;5;351701;351701
438;5;351701;351701
439;5;351701;351701
440;5;351701;351701
441;5;351701;351701
442;5;351701;351701
443;5;351701;351701
444;5;351701;351701
445;5;351701;351701
446;5;351701;351701
447;5;351701;351701
448;5;351701;351701
449;5;351701;351701
450;5;351701;351701
451;5;351701;351701
452;5;351701;351701
453;5;351701;351701
454;5;351701;351701
455;5;351701;351701
456;5;351701;351701
457;5;351701;351701
458;5;351701;351701
459;5;351701;351701
460;5;351701;351701
461;5;351701;351701
462;5;351701;351701
463;5;351701;351701
464;5;351701;351701
465;5;351701;351701
466;5;351701;351701
467;5;351701;351701
468;5;351701;351701
469;5;351701;351701
470;5;351701;351701
471;5;351701;351701
472;5;351701;351701
473;5;351701;351701
474;5;351701;351701
475;5;351701;351701
476;5;351701;351701
477;5;351701;351701
478;5;351701;351701
479;5;351701;351701
480;5;351701;351701
481;5;351701;351701
482;5;351701;351701
483;5;351701;351701
484;5;351701;351701
485;5;351701;351701
486;5;351701;351701
487;5;351701;351701
488;5;351701;351701
489;5;351701;351701
490;5;351701;351701
491;5;341671;341671
492;5;341671;341671
493;5;341671;341671
494;5;341671;341671
495;5;341671;341671
496;5;341671;341671
497;5;341671;341671
498;5;341671;341671
499;5;341671;341671
500;5;341671;341671
501;5;341671;341671
502;5;341671;341671
503;5;341671;341671
504;5;341671;341671
505;5;341671;341671
506;5;341671;341671
507;5;341671;341671
508;5;341671;341671
509;5;341671;341671
510;5;341671;341671
511;5;341671;341671
512;5;341671;341671
513;5;341671;341671
514;5;341671;341671
515;5;341671;341671
516;5;341671;341671
517;5;341671;341671
518;5;341671;341671
519;5;341671;341671
520;5;341671;341671
521;5;341671;341671
522;5;341671;341671
523;5;341671;341671
524;5;341671;341671
525;5;341671;341671
526;5;341671;341671
527;5;341671;341671
528;5;341671;341671
529;5;341671;341671
530;5;341671;341671
531;5;341671;341671
532;5;341671;341671
533;5;341671;341671
534;5;341671;341671
535;5;341671;341671
536;5;341671;341671
537;5;341671;341671
538;5;341671;341671
539;5;341671;341671
540;5;341671;341671
541;5;341671;341671
542;5;341671;341671
543;5;341671;341671
544;5;341671;341671
545;5;341671;341671
546;5;341671;341671
547;5;341671;341671
548;5;341671;341671
549;5;341671;341671
550;5;341671;341671
551;5;341671;341671
552;5;341671;341671
553;5;341671;341671
554;5;341671;341671
555;5;341671;341671
556;5;341671;341671
557;5;341671;341671
558;5;341671;341677
559;5;341671;341677
560;5;341671;341677
561;5;341671;341677
562;5;341671;341677
563;5;341671;341677
564;5;341671;341677
565;5;341671;341677
566;5;341671;341677
567;5;341671;341677
568;5;341671;341677
569;5;341671;341677
570;5;341671;341677
571;5;341671;341677
572;5;341671;341677
573;5;341671;341677
574;5;341671;341671
575;5;341671;341671
576;5;341671;341671
577;5;341671;341671
578;5;341671;341671
579;5;341671;341671
580;5;341671;341671
581;5;341671;341671
582;5;341671;341671
583;5;341671;341671
584;5;341671;341671
585;5;341671;341671
586;5;341671;341671
587;5;341671;341671
588;5;341671;341671
589;5;341671;341671
590;5;341671;341671
591;5;341671;341671
592;5;331668;331668
593;5;331668;331668
594;5;331668;331668
595;5;331668;331668
596;5;331668;331668
597;5;331668;331677
598;5;331668;331677
599;5;331668;331677
600;5;331668;331677
601;5;331668;331677
602;5;331668;331677
603;5;331668;331677
604;5;331668;331677
605;5;331668;331677
606;5;331668;331677
607;5;331668;331677
608;5;331668;331677
609;5;331668;331677
610;5;331668;331677
611;5;331668;331677
612;5;331668;331677
613;5;331668;331677
614;5;331668;331677
615;5;331668;331677
616;5;331668;331677
617;5;331668;331677
618;5;331668;331677
619;5;331668;331677
620;5;331668;331677
621;5;331668;331677
622;5;331668;331677
623;5;331668;331677
624;5;331668;331677
625;5;331668;331677
626;5;331668;331677
627;5;331668;331677
628;5;331668;331677
629;5;331668;331677
630;5;331668;331677
631;5;331668;331677
632;5;331668;331677
633;5;331668;331677
634;5;331668;331677
635;5;331668;331677
636;5;331668;331677
637;5;331668;331677
638;5;331668;331677
639;5;331668;331677
640;5;331668;331677
641;5;331668;331677
642;5;331668;331677
643;5;331668;331677
644;5;331668;331677
645;5;331668;331677
646;5;331668;331677
647;5;331668;331677
648;5;331668;331677
649;5;331668;331677
650;5;331668;331677
651;5;331668;331677
652;5;331668;331677
653;5;331668;331677
654;5;331668;331677
655;5;331668;331677
656;5;331668;331677
657;5;331668;331677
658;5;331668;331677
659;5;331668;331677
660;5;331668;331677
661;5;331668;331677
662;5;331668;331677
663;5;331668;331677
664;5;331668;331677
665;5;331668;331677
666;5;331668;331677
667;5;331668;331677
668;5;331668;331677
669;5;331668;331677
670;5;331668;331677
671;5;331668;331677
672;5;331668;331677
673;5;331668;331677
674;5;331668;331677
675;5;331668;331677
676;5;331668;331677
677;5;331668;331677
678;5;331668;331677
679;5;331668;331677
680;5;331668;331677
681;5;331668;331677
682;5;331668;331677
683;5;331668;331677
684;5;331668;331677
685;5;331668;331677
686;5;331668;331677
687;5;331668;331677
688;5;331668;331677
689;5;331668;331677
690;5;331582;331582
691;5;331516;331516
692;5;331516;331516
693;5;331516;331516
694;5;331516;331516
695;5;331516;331516
696;5;331516;331516
697;5;331516;331516
698;5;331516;331516
699;5;331516;331516
700;5;331516;331516
701;5;331516;331516
702;5;331516;331516
703;5;331516;331516
704;5;331516;331516
705;5;331516;331516
706;5;331516;331516
707;5;331516;331516
708;5;331516;331516
709;5;331516;331516
710;5;331516;331516
711;5;331516;331516
712;5;331516;331516
713;5;331516;331516
714;5;331516;331516
715;5;331516;331516
716;5;331516;331516
717;5;331516;331516
718;5;331516;331516
719;5;331516;331516
720;5;331516;331516
721;5;331516;331516
722;5;331516;331516
723;5;331516;331516
724;5;331516;331516
725;5;331516;331516
726;5;331516;331516
727;5;331516;331516
728;5;331516;331516
729;5;331516;331516
730;5;331516;331516
731;5;331516;331516
732;5;331516;331516
733;5;331516;331516
734;5;331484;331484
735;5;331484;331484
736;5;331484;331484
737;5;331484;331484
738;5;331484;331484
739;5;331484;331484
740;5;331484;331484
741;5;331484;331484
742;5;331484;331484
743;5;331484;331484
744;5;331484;331484
745;5;331484;331484
746;5;331484;331484
747;5;331484;331484
748;5;331484;331484
749;5;331484;331484
750;5;331484;331484
751;5;331484;331484
752;5;331484;331484
753;5;331484;331484
754;5;331484;331484
755;5;331484;331484
756;5;331484;331484
757;5;331484;331484
758;5;331484;331484
759;5;331484;331484
760;5;331484;331484
761;5;331484;331484
762;5;331484;331484
763;5;331484;331484
764;5;331484;331484
765;5;331484;331484
766;5;331484;331484
767;5;331420;331420
768;5;331420;331420
769;5;331420;331420
770;5;331420;331420
771;5;331420;331420
772;5;331420;331420
773;5;331420;331420
774;5;331420;331420
775;5;331420;331420
776;5;331420;331420
777;5;331420;331420
778;5;331420;331420
779;5;331420;331420
780;5;331420;331420
781;5;331420;331420
782;5;331420;331420
783;5;331420;331420
784;5;331420;331420
785;5;331420;331420
786;5;331420;331420
787;5;331420;331420
788;5;331420;331420
789;5;331420;331420
790;5;331420;331420
791;5;331420;331420
792;5;331420;331420
793;5;331420;331420
794;5;331420;331420
795;5;331420;331420
796;5;331420;331420
797;5;331420;331420
798;5;331420;331420
799;5;331417;331417
800;5;331417;331417
801;5;331417;331417
802;5;331417;331417
803;5;331417;331417
804;5;331417;331417
805;5;331353;331353
806;5;331353;331353
807;5;331353;331353
808;5;331353;331353
809;5;331353;331353
810;5;331353;331353
811;5;331353;331353
812;5;331353;331353
813;5;331353;331353
814;5;331353;331353
815;5;331353;331353
816;5;331353;331353
817;5;331353;331353
818;5;331353;331353
819;5;331353;331353
820;5;331353;331353
821;5;331353;331353
822;5;331353;331353
823;5;331353;331353
824;5;331353;331353
825;5;331353;331353
826;5;331353;331353
827;5;331353;331353
828;5;331353;331353
829;5;331353;331353
830;5;331353;331353
831;5;331353;331353
832;5;331353;331353
833;5;331353;331353
834;5;331353;331353
835;5;331353;331353
836;5;331353;331353
837;5;331353;331353
838;5;331353;331353
839;5;331353;331353
840;5;331353;331353
841;5;331353;331353
842;5;331353;331353
843;5;331353;331353
844;5;331353;331353
845;5;331353;331353
846;5;331353;331353
847;5;331353;331353
848;5;331353;331353
849;5;331353;331353
850;5;331353;331353
851;5;331353;331353
852;5;331353;331353
853;5;331353;331353
854;5;331353;331353
855;5;331353;331353
856;5;331353;331353
857;5;331353;331353
858;5;331353;331353
859;5;331353;331353
860;5;331353;331353
861;5;331353;331353
862;5;331353;331353
863;5;331353;331353
864;5;331353;331353
865;5;331353;331353
866;5;331353;331353
867;5;331353;331353
868;5;331353;331353
869;5;331353;331353
870;5;331353;331353
871;5;331353;331353
872;5;331353;331353
873;5;331353;331353
874;5;331353;331353
875;5;331353;331353
876;5;331353;331353
877;5;331353;331353
878;5;331353;331353
879;5;331353;331353
880;5;331353;331353
881;5;331353;331353
882;5;331353;331353
883;5;331353;331353
884;5;331353;331353
885;5;331353;331353
886;5;331353;331353
887;5;331353;331353
888;5;331353;331353
889;5;331353;331353
890;5;321362;321362
891;5;311385;311385
892;5;311385;311385
893;5;311365;311365
894;5;311365;311365
895;5;311365;311365
896;5;311365;311365
897;5;311365;311365
898;5;311365;311365
899;5;311241;311241
900;5;311241;311241
901;5;311241;311241
902;5;311241;311241
903;5;311241;311241
904;5;311241;311241
905;5;311241;311241
906;5;311241;311241
907;5;311241;311241
908;5;311241;311241
909;5;311241;311241
910;5;311241;311241
911;5;311241;311241
912;5;311241;311241
913;5;311241;311241
914;5;311241;311241
915;5;311241;311241
916;5;311241;311241
917;5;311241;311241
918;5;311241;311241
919;5;311241;311241
920;5;311241;311241
921;5;311241;311241
922;5;311241;311241
923;5;311241;311241
924;5;311241;311241
925;5;311241;311241
926;5;311241;311241
927;5;311241;311241
928;5;311241;311241
929;5;311241;311241
930;5;311241;311241
931;5;311241;311247
932;5;311241;311247
933;5;311241;311247
934;5;311241;311247
935;5;311241;311247
936;5;311241;311247
937;5;311241;311247
938;5;311241;311247
939;5;311241;311247
940;5;311241;311247
941;5;311241;311247
942;5;311241;311247
943;5;301253;301253
944;5;301253;301253
945;5;301253;301253
946;5;301253;301253
947;5;301253;301253
948;5;301253;301253
949;5;301253;301253
950;5;301253;301253
951;5;301253;301253
952;5;301253;301253
953;5;301253;301253
954;5;301253;301253
955;5;301253;301253
956;5;301253;301253
957;5;301253;301253
958;5;301253;301253
959;5;301253;301253
960;5;301253;301253
961;5;301253;301253
962;5;301253;301253
963;5;301253;301253
964;5;301253;301253
965;5;301253;301253
966;5;301253;301253
967;5;301253;301253
968;5;301253;301253
969;5;301253;301253
970;5;301253;301253
971;5;301253;301253
972;5;301253;301253
973;5;301253;301253
974;5;301253;301253
975;5;301253;301253
976;5;301253;301253
977;5;301253;301253
978;5;301253;301253
979;5;301253;301253
980;5;301253;301253
981;5;301253;301253
982;5;301253;301253
983;5;301253;301253
984;5;301253;301253
985;5;301253;301253
986;5;301253;301253
987;5;301253;301253
988;5;301253;301253
989;5;301253;301253
990;5;301253;301253
991;5;301253;301253
992;5;301253;301253
993;5;301253;301253
994;5;301253;301257
995;5;301253;301257
996;5;301253;301257
997;5;301253;301257
998;5;301253;301257
999;5;301253;301257
1000;5;301253;301257
1001;4.5;301253;301257
1002;4.5;301253;301257
1003;4.5;301253;301257
1004;4.5;301253;301257
1005;4.5;301253;301257
1006;4.5;301253;301257
1007;4.5;301253;301257
1008;4.5;301253;301257
1009;4.5;301253;301257
1010;4.5;301253;301257
1011;4.5;301253;301257
1012;4.5;301253;301257
1013;4.5;301253;301257
1014;4.5;301253;301257
1015;4.5;301253;301257
1016;4.5;301253;301257
1017;4.5;301253;301257
1018;4.5;301253;301257
1019;4.5;301253;301257
1020;4.5;301253;301257
1021;4.5;301253;301257
1022;4.5;301253;301257
1023;4.5;301253;301257
1024;4.5;301253;301257
1025;4.5;301253;301257
1026;4.5;301253;301257
1027;4.5;301253;301257
1028;4.5;301253;301257
1029;4.5;301253;301257
1030;4.5;301253;301257
1031;4.5;301253;301257
1032;4.5;301253;301257
1033;4.5;301253;301257
1034;4.5;301253;301257
1035;4.5;301253;301257
1036;4.5;301253;301257
1037;4.5;301253;301257
1038;4.5;301253;301257
1039;4.5;301253;301257
1040;4.5;301253;301257
1041;4.5;301253;301257
1042;4.5;301193;301193
1043;4.5;301193;301193
1044;4.5;301193;301193
1045;4.5;301193;301193
1046;4.5;301193;301193
1047;4.5;301193;301193
1048;4.5;301193;301193
1049;4.5;301193;301193
1050;4.5;301193;301193
1051;4.5;301193;301193
1052;4.5;301193;301193
1053;4.5;301193;301193
1054;4.5;301193;301193
1055;4.5;301193;301193
1056;4.5;301193;301193
1057;4.5;301193;301193
1058;4.5;301193;301193
1059;4.5;301193;301193
1060;4.5;301193;301193
1061;4.5;301193;301193
1062;4.5;301193;301193
1063;4.5;301193;301193
1064;4.5;301193;301193
1065;4.5;301193;301193
1066;4.5;301193;301193
1067;4.5;301193;301193
1068;4.5;301193;301193
1069;4.5;301193;301193
1070;4.5;301193;301193
1071;4.5;301193;301193
1072;4.5;301193;301193
1073;4.5;301193;301193
1074;4.5;301193;301193
1075;4.5;301193;301193
1076;4.5;301193;301193
1077;4.5;301193;301193
1078;4.5;301193;301193
1079;4.5;301193;301193
1080;4.5;301193;301193
1081;4.5;301193;301193
1082;4.5;301193;301193
1083;4.5;301193;301193
1084;4.5;301193;301193
1085;4.5;301193;301193
1086;4.5;301193;301193
1087;4.5;301193;301193
1088;4.5;301193;301193
1089;4.5;301193;301193
1090;4.5;301193;301193
1091;4.5;301193;301193
1092;4.5;301193;301193
1093;4.5;301193;301193
1094;4.5;301193;301193
1095;4.5;301193;301193
1096;4.5;301193;301193
1097;4.5;301193;301193
1098;4.5;301193;301193
1099;4.5;301193;301193
1100;4.5;301193;301193
1101;4.5;301193;301193
1102;4.5;301193;301193
1103;4.5;301193;301193
1104;4.5;301193;301193
1105;4.5;301193;301193
1106;4.5;301193;301193
1107;4.5;301193;301193
1108;4.5;301193;301193
1109;4.5;301193;301193
1110;4.5;301193;301193
1111;4.5;301193;301193
1112;4.5;301193;301193
1113;4.5;301193;301193
1114;4.5;301193;301193
1115;4.5;301193;301193
1116;4.5;301193;301193
1117;4.5;301193;301193
1118;4.5;301193;301193
1119;4.5;301193;301193
1120;4.5;301193;301193
1121;4.5;301193;301193
1122;4.5;301193;301193
1123;4.5;301193;301193
1124;4.5;301193;301193
1125;4.5;301193;301193
1126;4.5;301193;301193
1127;4.5;301193;301193
1128;4.5;301193;301199
1129;4.5;301193;301199
1130;4.5;301193;301199
1131;4.5;301193;301199
1132;4.5;301193;301199
1133;4.5;301193;301199
1134;4.5;301193;301199
1135;4.5;301193;301199
1136;4.5;301193;301199
1137;4.5;301193;301199
1138;4.5;301193;301199
1139;4.5;301193;301199
1140;4.5;301193;301199
1141;4.5;301193;301199
1142;4.5;301193;301199
1143;4.5;301193;301199
1144;4.5;301193;301199
1145;4.5;301193;301199
1146;4.5;301193;301199
1147;4.5;301193;301199
1148;4.5;301193;301199
1149;4.5;301193;301199
1150;4.5;301193;301199
1151;4.5;301193;301199
1152;4.5;301193;301199
1153;4.5;301193;301199
1154;4.5;301193;301199
1155;4.5;301193;301199
1156;4.5;301193;301199
1157;4.5;301193;301199
1158;4.5;301193;301199
1159;4.5;301193;301199
1160;4.5;301193;301199
1161;4.5;301193;301199
1162;4.5;301193;301199
1163;4.5;301193;301199
1164;4.5;301193;301199
1165;4.5;301193;301199
1166;4.5;301193;301199
1167;4.5;301193;301199
1168;4.5;301193;301199
1169;4.5;301193;301199
1170;4.5;301193;301199
1171;4.5;301193;301199
1172;4.5;301193;301199
1173;4.5;301193;301199
1174;4.5;301193;301199
1175;4.5;301193;301199
1176;4.5;301193;301199
1177;4.5;301193;301199
1178;4.5;301193;301199
1179;4.5;301193;301199
1180;4.5;301193;301199
1181;4.5;301193;301199
1182;4.5;301193;301199
1183;4.5;301193;301199
1184;4.5;301193;301199
1185;4.5;301193;301199
1186;4.5;301193;301199
1187;4.5;301193;301199
1188;4.5;301193;301199
1189;4.5;301193;301199
1190;4.5;301193;301199
1191;4.5;301193;301199
1192;4.5;301193;301199
1193;4.5;301193;301199
1194;4.5;301193;301199
1195;4.5;301193;301199
1196;4.5;301193;301199
1197;4.5;301193;301199
1198;4.5;301193;301199
1199;4.5;291204;291204
1200;4.5;291204;291204
1201;4.5;291204;291204
1202;4.5;291204;291204
1203;4.5;291204;291204
1204;4.5;291204;291204
1205;4.5;291204;291204
1206;4.5;291204;291204
1207;4.5;291204;291204
1208;4.5;291204;291204
1209;4.5;291204;291204
1210;4.5;291204;291204
1211;4.5;291204;291204
1212;4.5;291204;291204
1213;4.5;291204;291204
1214;4.5;291204;291204
1215;4.5;291204;291204
1216;4.5;291204;291204
1217;4.5;291204;291204
1218;4.5;291204;291204
1219;4.5;291204;291204
1220;4.5;291204;291204
1221;4.5;291204;291204
1222;4.5;291204;291204
1223;4.5;291204;291204
1224;4.5;291204;291204
1225;4.5;291204;291204
1226;4.5;291204;291204
1227;4.5;291204;291204
1228;4.5;291204;291204
1229;4.5;291204;291204
1230;4.5;291204;291204
1231;4.5;291204;291204
1232;4.5;291204;291204
1233;4.5;291204;291204
1234;4.5;291204;291204
1235;4.5;291204;291204
1236;4.5;291204;291204
1237;4.5;291204;291204
1238;4.5;291204;291204
1239;4.5;291204;291204
1240;4.5;291204;291204
1241;4.5;291204;291204
1242;4.5;291204;291204
1243;4.5;291204;291204
1244;4.5;291204;291204
1245;4.5;291204;291204
1246;4.5;291204;291204
1247;4.5;291204;291204
1248;4.5;291204;291204
1249;4.5;291204;291204
1250;4.5;291204;291204
1251;4.5;291204;291204
1252;4.5;291204;291204
1253;4.5;291204;291204
1254;4.5;291204;291204
1255;4.5;291204;291204
1256;4.5;291204;291204
1257;4.5;291204;291204
1258;4.5;291204;291204
1259;4.5;291204;291204
1260;4.5;291204;291204
1261;4.5;291204;291204
1262;4.5;291204;291204
1263;4.5;291204;291204
1264;4.5;291204;291204
1265;4.5;291204;291204
1266;4.5;291204;291204
1267;4.5;291204;291204
1268;4.5;291204;291204
1269;4.5;291204;291204
1270;4.5;291204;291204
1271;4.5;291204;291204
1272;4.5;291204;291204
1273;4.5;291204;291204
1274;4.5;291204;291204
1275;4.5;291204;291204
1276;4.5;291204;291204
1277;4.5;291204;291204
1278;4.5;291204;291204
1279;4.5;291204;291204
1280;4.5;291204;291204
1281;4.5;291204;291204
1282;4.5;291204;291204
1283;4.5;291204;291204
1284;4.5;291204;291204
1285;4.5;291204;291204
1286;4.5;291204;291204
1287;4.5;291204;291204
1288;4.5;291204;291204
1289;4.5;291204;291204
1290;4.5;291204;291204
1291;4.5;291204;291204
1292;4.5;291204;291204
1293;4.5;291204;291204
1294;4.5;291204;291204
1295;4.5;291204;291204
1296;4.5;291204;291204
1297;4.5;291204;291204
1298;4.5;291204;291204
1299;4.5;291204;291204
1300;4.5;291204;291204
1301;4.5;291204;291204
1302;4.5;291204;291204
1303;4.5;291204;291204
1304;4.5;291204;291204
1305;4.5;291204;291204
