I;T;Melhor;Media
228;5;32053;32167.333333333
229;5;32053;32167.333333333
230;5;32053;32167.333333333
231;5;32053;32167.333333333
232;5;32053;32167.333333333
233;5;32053;32167.333333333
234;5;32053;32167.333333333
235;5;32053;32167.333333333
236;5;32053;32167.333333333
237;5;32053;32167.333333333
238;5;32053;32167.333333333
239;5;32053;32167.333333333
240;5;32053;32167.333333333
241;5;32053;32167.333333333
242;5;32053;32167.333333333
243;5;32053;32167.333333333
244;5;32053;32167.333333333
245;5;32053;32167.333333333
246;5;32053;32167.333333333
247;5;32053;32167.333333333
248;5;32053;32167.333333333
249;5;32053;32167.333333333
250;5;32053;32167.333333333
251;5;32053;32167.333333333
252;5;32053;32167.333333333
253;5;32053;32167.333333333
254;5;32053;32167.333333333
255;5;32053;32167.333333333
256;5;32053;32167.333333333
257;5;32053;32167.333333333
258;5;32053;32167.333333333
259;5;32053;32167.333333333
260;5;32053;32167.333333333
261;5;32053;32167.333333333
262;5;32053;32167.333333333
263;5;32053;32167.333333333
264;5;32053;32167.333333333
265;5;32053;32167.333333333
266;5;32053;32167.333333333
267;5;32053;32167.333333333
268;5;32051;32166.666666667
269;5;32051;32166.666666667
270;5;32051;32166.666666667
271;5;32051;32166.666666667
272;5;32051;32166.666666667
273;5;32051;32166.666666667
274;5;32051;32166.666666667
275;5;32051;32166.666666667
276;5;32051;32166.666666667
277;5;32051;32150
278;5;32051;32150
279;5;32051;32150
280;5;32051;32150
281;5;32051;32150
282;5;32051;32150
283;5;32051;32150
284;5;32051;32150
285;5;32051;32150
286;5;32051;32150
287;5;32051;32150
288;5;32051;32150
289;5;32051;32150
290;5;32051;32150
291;5;32051;32150
292;5;32051;32150
293;5;32051;32150
294;5;32051;32150
295;5;32051;32150
296;5;32051;32150
297;5;32051;32150
298;5;32051;32150
299;5;32051;32150
300;5;32051;32150
301;5;32051;32150
302;5;32051;32150
303;5;32051;32150
304;5;32051;32150
305;5;32051;32150
306;5;32051;32150
307;5;32051;32150
308;5;32051;32150
309;5;32051;32150
310;5;32051;32150
311;5;32051;32150
312;5;32051;32150
313;5;32051;32150
314;5;32051;32150
315;5;32051;32150
316;5;32051;32150
317;5;32051;32150
318;5;32051;32150
319;5;32051;32150
320;5;32051;32150
321;5;32051;32134
322;5;32051;32134
323;5;32051;32134
324;5;32051;32134
325;5;32051;32134
326;5;32051;32134
327;5;32051;32134
328;5;32051;32134
329;5;32051;32134
330;5;32051;32134
331;5;32051;32134
332;5;32051;32134
333;5;32051;32134
334;5;32051;32134
335;5;32051;32134
336;5;32051;32134
337;5;32051;32134
338;5;32051;32134
339;5;32051;32134
340;5;32051;32134
341;5;32051;32134
342;5;32051;32134
343;5;32051;32134
344;5;32051;32134
345;5;32051;32134
346;5;32051;32134
347;5;32051;32134
348;5;32051;32134
349;5;32051;32134
350;5;32051;32134
351;5;32051;32134
352;5;32051;32134
353;5;32051;32134
354;5;32051;32134
355;5;32051;32134
356;5;32051;32134
357;5;32051;32134
358;5;32051;32134
359;5;32051;32134
360;5;32051;32134
361;5;32051;32134
362;5;32051;32134
363;5;32051;32134
364;5;32051;32134
365;5;32051;32134
366;5;32051;32134
367;5;32051;32134
368;5;32051;32134
369;5;32051;32134
370;5;32051;32134
371;5;32051;32134
372;5;32051;32134
373;5;32051;32134
374;5;32051;32134
375;5;32051;32134
376;5;32051;32134
377;5;32051;32134
378;5;32051;32134
379;5;32051;32134
380;5;32051;32134
381;5;32051;32134
382;5;32051;32134
383;5;32051;32134
384;5;32051;32134
385;5;32051;32134
386;5;32051;32134
387;5;32051;32134
388;5;32051;32134
389;5;32051;32134
390;5;32051;32134
391;5;32051;32134
392;5;32051;32134
393;5;32051;32134
394;5;32051;32134
395;5;32051;32134
396;5;32051;32134
397;5;32051;32134
398;5;32051;32134
399;5;32051;32134
400;5;32051;32134
401;5;32051;32134
402;5;32051;32134
403;5;32051;32134
404;5;32051;32132
405;5;32051;32132
406;5;32051;32132
407;5;32051;32132
408;5;32051;32132
409;5;32051;32132
410;5;32051;32132
411;5;32051;32132
412;5;32051;32132
413;5;32051;32132
414;5;32051;32132
415;5;32051;32132
416;5;32051;32132
417;5;32051;32132
418;5;32051;32132
419;5;32051;32132
420;5;32051;32132
421;5;32051;32132
422;5;32051;32132
423;5;32051;32132
424;5;32051;32132
425;5;32051;32132
426;5;32051;32132
427;5;32051;32132
428;5;32051;32132
429;5;31995;32113.333333333
430;5;31995;32113.333333333
431;5;31995;32113.333333333
432;5;31995;32113.333333333
433;5;31995;32113.333333333
434;5;31995;32113.333333333
435;5;31995;32113.333333333
436;5;31995;32113.333333333
437;5;31995;32113.333333333
438;5;31995;32113.333333333
439;5;31995;32113.333333333
440;5;31995;32113.333333333
441;5;31995;32113.333333333
442;5;31995;32113.333333333
443;5;31995;32113.333333333
444;5;31995;32113.333333333
445;5;31995;32113.333333333
446;5;31995;32113.333333333
447;5;31995;32113.333333333
448;5;31995;32113.333333333
449;5;31995;32113.333333333
450;5;31995;32113.333333333
451;5;31995;32113.333333333
452;5;31995;32113.333333333
453;5;31995;32113.333333333
454;5;31995;32113.333333333
455;5;31995;32113.333333333
456;5;31995;32113.333333333
457;5;31995;32113.333333333
458;5;31995;32113.333333333
459;5;31995;32113.333333333
460;5;31995;32113.333333333
461;5;31995;32113.333333333
462;5;31995;32113.333333333
463;5;31995;32113.333333333
464;5;31995;32113.333333333
465;5;31995;32113.333333333
466;5;31995;32113.333333333
467;5;31995;32113.333333333
468;5;31995;32113.333333333
469;5;31995;32113.333333333
470;5;31995;32113.333333333
471;5;31995;32113.333333333
472;5;31995;32113.333333333
473;5;31995;32113.333333333
474;5;31995;32113.333333333
475;5;31995;32113.333333333
476;5;31995;32113.333333333
477;5;31995;32113.333333333
478;5;31995;32113.333333333
479;5;31995;32113.333333333
480;5;31995;32113.333333333
481;5;31995;32113.333333333
482;5;31995;32113.333333333
483;5;31995;32113.333333333
484;5;31995;32113.333333333
485;5;31995;32113.333333333
486;5;31995;32113.333333333
487;5;31995;32113.333333333
488;5;31995;32113.333333333
489;5;31995;32113.333333333
490;5;31995;32113.333333333
491;5;31995;32113.333333333
492;5;31995;32113.333333333
493;5;31995;32113.333333333
494;5;31995;32113.333333333
495;5;31995;32113.333333333
496;5;31995;32113.333333333
497;5;31995;32113.333333333
498;5;31995;32113.333333333
499;5;31995;32113.333333333
500;5;31995;32113.333333333
501;5;31995;32113.333333333
502;5;31995;32113.333333333
503;5;31995;32113.333333333
504;5;31995;32113.333333333
505;5;31995;32113.333333333
506;5;31995;32113.333333333
507;5;31995;32113.333333333
508;5;31995;32113.333333333
509;5;31995;32113.333333333
510;5;31995;32113.333333333
511;5;31995;32113.333333333
512;5;31995;32113.333333333
513;5;31995;32113.333333333
514;5;31995;32113.333333333
515;5;31995;32113.333333333
516;5;31995;32113.333333333
517;5;31995;32113.333333333
518;5;31995;32113.333333333
519;5;31995;32113.333333333
520;5;31995;32113.333333333
521;5;31995;32113.333333333
522;5;31995;32113.333333333
523;5;31995;32113.333333333
524;5;31995;32113.333333333
525;5;31995;32113.333333333
526;5;31995;32113.333333333
527;5;31995;32113.333333333
528;5;31995;32113.333333333
529;5;31995;32113.333333333
530;5;31995;32113.333333333
531;5;31995;32113.333333333
532;5;31995;32113.333333333
533;5;31995;32113.333333333
534;5;31995;32113.333333333
535;5;31995;32113.333333333
536;5;31995;32113.333333333
537;5;31995;32113.333333333
538;5;31995;32113.333333333
539;5;31995;32113.333333333
540;5;31995;32113.333333333
541;5;31995;32113.333333333
542;5;31995;32113.333333333
543;5;31995;32113.333333333
544;5;31995;32113.333333333
545;5;31995;32113.333333333
546;5;31995;32113.333333333
547;5;31995;32113.333333333
548;5;31995;32113.333333333
549;5;31995;32113.333333333
550;5;31995;32113.333333333
551;5;31995;32113.333333333
552;5;31995;32113.333333333
553;5;31995;32113.333333333
554;5;31995;32113.333333333
555;5;31995;32113.333333333
556;5;31995;32113.333333333
557;5;31995;32113.333333333
558;5;31995;32113.333333333
559;5;31995;32113.333333333
560;5;31995;32113.333333333
561;5;31995;32113.333333333
562;5;31995;32113.333333333
563;5;31995;32113.333333333
564;5;31995;32113.333333333
565;5;31995;32113.333333333
566;5;31995;32113.333333333
567;5;31995;32113.333333333
568;5;31995;32113.333333333
569;5;31995;32113.333333333
570;5;31995;32113.333333333
571;5;31995;32113.333333333
572;5;31995;32113.333333333
573;5;31995;32113.333333333
574;5;31995;32113.333333333
575;5;31995;32113.333333333
576;5;31995;32113.333333333
577;5;31995;32113.333333333
578;5;31995;32113.333333333
579;5;31995;32113.333333333
580;5;31995;32113.333333333
581;5;31995;32113.333333333
582;5;31995;32113.333333333
583;5;31995;32113.333333333
584;5;31995;32113.333333333
585;5;31995;32113.333333333
586;5;31995;32113.333333333
587;5;31995;32113.333333333
588;5;31995;32113.333333333
589;5;31995;32113.333333333
590;5;31995;32113.333333333
591;5;31995;32113.333333333
592;5;31995;32113.333333333
593;5;31995;32113.333333333
594;5;31995;32113.333333333
595;5;31995;32113.333333333
596;5;31995;32113.333333333
597;5;31995;32113.333333333
598;5;31995;32113.333333333
599;5;31995;32113.333333333
600;5;31995;32113.333333333
601;5;31995;32113.333333333
602;5;31995;32113.333333333
603;5;31995;32113.333333333
604;5;31995;32113.333333333
605;5;31995;32113.333333333
606;5;31995;32113.333333333
607;5;31995;32113.333333333
608;5;31995;32113.333333333
609;5;31995;32113.333333333
610;5;31995;32113.333333333
611;5;31995;32113.333333333
612;5;31995;32113.333333333
613;5;31995;32113.333333333
614;5;31995;32113.333333333
615;5;31995;32113.333333333
616;5;31995;32113.333333333
617;5;31995;32113.333333333
618;5;31995;32113.333333333
619;5;31995;32113.333333333
620;5;31995;32113.333333333
621;5;31995;32113.333333333
622;5;31995;32113.333333333
623;5;31995;32113.333333333
624;5;31995;32113.333333333
625;5;31995;32113.333333333
626;5;31995;32113.333333333
627;5;31995;32113.333333333
628;5;31995;32113.333333333
629;5;31995;32113.333333333
630;5;31995;32113.333333333
631;5;31995;32113.333333333
632;5;31995;32113.333333333
633;5;31995;32113.333333333
634;5;31995;32113.333333333
635;5;31995;32113.333333333
636;5;31995;32113.333333333
637;5;31995;32113.333333333
638;5;31995;32113.333333333
639;5;31995;32113.333333333
640;5;31995;32113.333333333
641;5;31995;32113.333333333
642;5;31995;32113.333333333
643;5;31995;32113.333333333
644;5;31995;32113.333333333
645;5;31995;32113.333333333
646;5;31995;32113.333333333
647;5;31995;32113.333333333
648;5;31995;32113.333333333
649;5;31995;32113.333333333
650;5;31995;32113.333333333
651;5;31995;32113.333333333
652;5;31995;32113.333333333
653;5;31995;32113.333333333
654;5;31995;32113.333333333
655;5;31995;32113.333333333
656;5;31995;32113.333333333
657;5;31995;32113.333333333
658;5;31995;32113.333333333
659;5;31995;32113.333333333
660;5;31995;32113.333333333
661;5;31995;32113.333333333
662;5;31995;32113.333333333
663;5;31995;32113.333333333
664;5;31995;32113.333333333
665;5;31995;32113.333333333
666;5;31995;32113.333333333
667;5;31995;32113.333333333
668;5;31995;32113.333333333
669;5;31995;32113.333333333
670;5;31995;32113.333333333
671;5;31995;32113.333333333
672;5;31995;32113.333333333
673;5;31995;32113.333333333
674;5;31995;32113.333333333
675;5;31995;32113.333333333
676;5;31995;32113.333333333
677;5;31995;32113.333333333
678;5;31995;32113.333333333
679;5;31995;32113.333333333
680;5;31995;32113.333333333
681;5;31995;32113.333333333
682;5;31995;32113.333333333
683;5;31995;32113.333333333
684;5;31995;32113.333333333
685;5;31995;32113.333333333
686;5;31995;32113.333333333
687;5;31995;32113.333333333
688;5;31995;32113.333333333
689;5;31995;32113.333333333
690;5;31995;32113.333333333
691;5;31995;32113.333333333
692;5;31995;32113.333333333
693;5;31995;32113.333333333
694;5;31995;32113.333333333
695;5;31995;32113.333333333
696;5;31995;32113.333333333
697;5;31995;32113.333333333
698;5;31995;32113.333333333
699;5;31995;32113.333333333
700;5;31995;32113.333333333
701;5;31995;32113.333333333
702;5;31995;32113.333333333
703;5;31995;32113.333333333
704;5;31995;32113.333333333
705;5;31995;32113.333333333
706;5;31995;32113.333333333
707;5;31995;32113.333333333
708;5;31995;32113.333333333
709;5;31995;32113.333333333
710;5;31995;32113.333333333
711;5;31995;32113.333333333
712;5;31995;32113.333333333
713;5;31995;32113.333333333
714;5;31995;32113.333333333
715;5;31995;32113.333333333
716;5;31995;32113.333333333
717;5;31995;32113.333333333
718;5;31995;32113.333333333
719;5;31995;32113.333333333
720;5;31995;32113.333333333
721;5;31995;32113.333333333
722;5;31995;32113.333333333
723;5;31995;32113.333333333
724;5;31995;32113.333333333
725;5;31995;32113.333333333
726;5;31995;32113.333333333
727;5;31995;32113.333333333
728;5;31995;32113.333333333
729;5;31995;32113.333333333
730;5;31995;32113.333333333
731;5;31995;32113.333333333
732;5;31995;32113.333333333
733;5;31995;32113.333333333
734;5;31995;32113.333333333
735;5;31995;32113.333333333
736;5;31995;32113.333333333
737;5;31995;32113.333333333
738;5;31995;32113.333333333
739;5;31995;32113.333333333
740;5;31995;32113.333333333
741;5;31995;32113.333333333
742;5;31995;32113.333333333
743;5;31995;32113.333333333
744;5;31995;32113.333333333
745;5;31995;32113.333333333
746;5;31995;32113.333333333
747;5;31995;32113.333333333
748;5;31995;32113.333333333
749;5;31995;32113.333333333
750;5;31995;32113.333333333
751;5;31995;32113.333333333
752;5;31995;32113.333333333
753;5;31995;32113.333333333
754;5;31995;32113.333333333
755;5;31995;32113.333333333
756;5;31995;32113.333333333
757;5;31995;32113.333333333
758;5;31995;32113.333333333
759;5;31995;32113.333333333
760;5;31995;32113.333333333
761;5;31995;32113.333333333
762;5;31995;32113.333333333
763;5;31995;32113.333333333
764;5;31995;32113.333333333
765;5;31995;32113.333333333
766;5;31995;32113.333333333
767;5;31995;32113.333333333
768;5;31995;32113.333333333
769;5;31995;32113.333333333
770;5;31995;32113.333333333
771;5;31995;32113.333333333
772;5;31995;32113.333333333
773;5;31995;32113.333333333
774;5;31995;32079.333333333
775;5;31995;32079.333333333
776;5;31995;32079.333333333
777;5;31995;32079.333333333
778;5;31995;32079.333333333
779;5;31995;32079.333333333
780;5;31995;32079.333333333
781;5;31995;32079.333333333
782;5;31995;32079.333333333
783;5;31995;32079.333333333
784;5;31995;32079.333333333
785;5;31995;32079.333333333
786;5;31995;32079.333333333
787;5;31995;32079.333333333
788;5;31995;32079.333333333
789;5;31995;32079.333333333
790;5;31995;32079.333333333
791;5;31995;32079.333333333
792;5;31995;32079.333333333
793;5;31995;32079.333333333
794;5;31995;32079.333333333
795;5;31995;32079.333333333
796;5;31995;32079.333333333
797;5;31995;32079.333333333
798;5;31995;32079.333333333
799;5;31995;32079.333333333
800;5;31995;32079.333333333
801;5;31995;32079.333333333
802;5;31995;32079.333333333
803;5;31995;32079.333333333
804;5;31995;32079.333333333
805;5;31995;32079.333333333
806;5;31995;32079.333333333
807;5;31995;32079.333333333
808;5;31995;32079.333333333
809;5;31995;32079.333333333
810;5;31995;32079.333333333
811;5;31995;32079.333333333
812;5;31995;32079.333333333
813;5;31995;32079.333333333
814;5;31995;32079.333333333
815;5;31995;32079.333333333
816;5;31995;32079.333333333
817;5;31995;32079.333333333
818;5;31995;32079.333333333
819;5;31995;32079.333333333
820;5;31995;32079.333333333
821;5;31995;32079.333333333
822;5;31995;32079.333333333
823;5;31995;32079.333333333
824;5;31995;32079.333333333
825;5;31995;32079.333333333
826;5;31995;32079.333333333
827;5;31995;32079.333333333
828;5;31995;32079.333333333
829;5;31995;32079.333333333
830;5;31995;32079.333333333
831;5;31995;32079.333333333
832;5;31995;32079.333333333
833;5;31995;32079.333333333
834;5;31995;32079.333333333
835;5;31995;32079.333333333
836;5;31995;32079.333333333
837;5;31995;32079.333333333
838;5;31995;32079.333333333
839;5;31995;32079.333333333
840;5;31995;32079.333333333
841;5;31995;32079.333333333
842;5;31995;32066
843;5;31995;32066
844;5;31995;32066
845;5;31995;32066
846;5;31995;32066
847;5;31995;32066
848;5;31995;32066
849;5;31995;32066
850;5;31995;32066
851;5;31995;32066
852;5;31995;32066
853;5;31995;32066
854;5;31995;32066
855;5;31995;32066
856;5;31995;32066
857;5;31995;32066
858;5;31995;32066
859;5;31995;32066
860;5;31995;32066
861;5;31995;32066
862;5;31995;32066
863;5;31995;32066
864;5;31995;32066
865;5;31995;32066
866;5;31995;32066
867;5;31995;32066
868;5;31995;32066
869;5;31995;32066
870;5;31995;32066
871;5;31995;32066
872;5;31995;32066
873;5;31995;32066
874;5;31995;32066
875;5;31995;32066
876;5;31995;32066
877;5;31995;32066
878;5;31995;32066
879;5;31995;32066
880;5;31995;32066
881;5;31995;32066
882;5;31995;32066
883;5;31995;32066
884;5;31995;32066
885;5;31995;32066
886;5;31995;32066
887;5;31995;32066
888;5;31995;32066
889;5;31995;32066
890;5;31995;32066
891;5;31995;32066
892;5;31995;32066
893;5;31995;32066
894;5;31995;32066
895;5;31995;32066
896;5;31995;32066
897;5;31995;32066
898;5;31995;32066
899;5;31995;32066
900;5;31995;32066
901;5;31995;32066
902;5;31995;32066
903;5;31995;32066
904;5;31995;32066
905;5;31995;32066
906;5;31995;32066
907;5;31995;32066
908;5;31995;32066
909;5;31995;32066
910;5;31995;32066
911;5;31995;32066
912;5;31995;32066
913;5;31995;32066
914;5;31995;32066
915;5;31995;32066
916;5;31995;32066
917;5;31995;32066
918;5;31995;32066
919;5;31995;32066
920;5;31995;32066
921;5;31995;32066
922;5;31995;32066
923;5;31995;32066
924;5;31995;32066
925;5;31995;32066
926;5;31995;32066
927;5;31995;32066
928;5;31995;32066
929;5;31995;32066
930;5;31995;32066
931;5;31995;32066
932;5;31995;32066
933;5;31995;32066
934;5;31995;32066
935;5;31995;32066
936;5;31995;32066
937;5;31995;32066
938;5;31995;32066
939;5;31995;32066
940;5;31995;32066
941;5;31995;32066
942;5;31995;32066
943;5;31995;32066
944;5;31995;32066
945;5;31995;32066
946;5;31995;32066
947;5;31995;32066
948;5;31995;32066
949;5;31995;32066
950;5;31995;32066
951;5;31995;32066
952;5;31995;32066
953;5;31995;32066
954;5;31995;32066
955;5;31995;32066
956;5;31995;32066
957;5;31995;32066
958;5;31995;32063.333333333
959;5;31995;32063.333333333
960;5;31995;32022
961;5;31995;32022
962;5;31995;32022
963;5;31995;32022
964;5;31995;32022
965;5;31995;32022
966;5;31995;32022
967;5;31995;32022
968;5;31995;32022
969;5;31995;32022
970;5;31995;32022
971;5;31995;32022
972;5;31995;32022
973;5;31995;32022
974;5;31995;32022
975;5;31995;32022
976;5;31995;32022
977;5;31995;32022
978;5;31995;32022
979;5;31995;32022
980;5;31995;32022
981;5;31995;32022
982;5;31995;32022
983;5;31995;32022
984;5;31995;32022
985;5;31995;32022
986;5;31995;32022
987;5;31995;32022
988;5;31995;32022
989;5;31995;32022
990;5;31995;32022
991;5;31995;32022
992;5;31995;32022
993;5;31995;32022
994;5;31995;32022
995;5;31995;32022
996;5;31995;32022
997;5;31995;32022
998;5;31995;32022
999;5;31995;32022
1000;5;31995;32022
1001;3.5;31995;32022
1002;3.5;31995;32022
1003;3.5;31995;32022
1004;3.5;31995;32022
1005;3.5;31995;32022
1006;3.5;31995;32022
1007;3.5;31995;32022
1008;3.5;31995;32022
1009;3.5;31995;32022
1010;3.5;31995;32022
1011;3.5;31995;32022
1012;3.5;31995;32022
1013;3.5;31995;32022
1014;3.5;31995;32022
1015;3.5;31995;32022
1016;3.5;31995;32022
1017;3.5;31995;32022
1018;3.5;31995;32022
1019;3.5;31995;32022
1020;3.5;31995;32022
1021;3.5;31995;32022
1022;3.5;31995;32022
1023;3.5;31995;32005.333333333
1024;3.5;31995;32005.333333333
1025;3.5;31995;32005.333333333
1026;3.5;31995;32005.333333333
1027;3.5;31995;32005.333333333
1028;3.5;31995;32005.333333333
1029;3.5;31995;32005.333333333
1030;3.5;31995;32005.333333333
1031;3.5;31995;32005.333333333
1032;3.5;31995;32005.333333333
1033;3.5;31995;32005.333333333
1034;3.5;31995;32005.333333333
1035;3.5;31995;32005.333333333
1036;3.5;31995;32005.333333333
1037;3.5;31995;32005.333333333
1038;3.5;31995;32005.333333333
1039;3.5;31995;32005.333333333
1040;3.5;31995;32005.333333333
1041;3.5;31995;32005.333333333
1042;3.5;31995;32005.333333333
1043;3.5;31995;32005.333333333
1044;3.5;31995;32005.333333333
1045;3.5;31995;32005.333333333
1046;3.5;31995;32005.333333333
1047;3.5;31995;32005.333333333
1048;3.5;31995;32005.333333333
1049;3.5;31995;32005.333333333
1050;3.5;31995;32005.333333333
1051;3.5;31995;32005.333333333
1052;3.5;31995;32005.333333333
1053;3.5;31995;32005.333333333
1054;3.5;31995;32005.333333333
1055;3.5;31995;32005.333333333
1056;3.5;31995;32005.333333333
1057;3.5;31995;32005.333333333
1058;3.5;31995;32005.333333333
1059;3.5;31995;32005.333333333
1060;3.5;31995;32005.333333333
1061;3.5;31995;32005.333333333
1062;3.5;31995;32005.333333333
1063;3.5;31995;32005.333333333
1064;3.5;31995;32005.333333333
1065;3.5;31995;32005.333333333
1066;3.5;31995;32005.333333333
1067;3.5;31995;32005.333333333
1068;3.5;31995;32005.333333333
1069;3.5;31995;32005.333333333
1070;3.5;31995;32005.333333333
1071;3.5;31995;32005.333333333
1072;3.5;31995;32005.333333333
1073;3.5;31995;32005.333333333
1074;3.5;31995;32005.333333333
1075;3.5;31995;32005.333333333
1076;3.5;31995;32005.333333333
1077;3.5;31995;32005.333333333
1078;3.5;31995;32005.333333333
1079;3.5;31995;32005.333333333
1080;3.5;31995;32005.333333333
1081;3.5;31995;32005.333333333
1082;3.5;31995;32005.333333333
1083;3.5;31995;32005.333333333
1084;3.5;31995;32005.333333333
1085;3.5;31995;32005.333333333
1086;3.5;31995;32005.333333333
1087;3.5;31995;32005.333333333
1088;3.5;31995;32005.333333333
1089;3.5;31995;32005.333333333
1090;3.5;31995;32005.333333333
1091;3.5;31995;32005.333333333
1092;3.5;31995;32005.333333333
1093;3.5;31995;32005.333333333
1094;3.5;31995;32005.333333333
1095;3.5;31995;32005.333333333
1096;3.5;31995;32005.333333333
1097;3.5;31995;32005.333333333
